ID_PUNTO,SITE_NO,REP_NO,VISIT_ID,LON,LAT,OBSERVADOR,OBS_ID,LOCALIDAD_2,FECHA,MES,DIA,ANO,SP_CHECK,ELEV,X,Y,METHOD,PERIOD
JSP02,8,JSP02JSP44097735,3,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44097735,3,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44097735,3,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44097735,3,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44097735,3,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Mecocerculus leucophrys,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44097735,3,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Diglossa cyanea,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Conirostrum rufum,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Henicorhina leucophrys,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Henicorhina leucophrys,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Atlapetes pallidinucha,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Atlapetes pallidinucha,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Anisognathus igniventris,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Anisognathus igniventris,2788,577814.9214,488862.276,Survey,Modern
JSP03,9,JSP03JSP44097755,3,-74.29864,4.42247,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Anisognathus igniventris,2788,577814.9214,488862.276,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Arremon assimilis,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Chlorornis riefferii,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Anisognathus igniventris,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Tangara vassorii,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Chlorornis riefferii,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Coeligena bonapartei,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Anisognathus igniventris,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Sporathraupis cyanocephala,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Sporathraupis cyanocephala,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Anisognathus igniventris,2724,577649.6164,488844.4329,Survey,Modern
JSP04,10,JSP04JSP44097815,3,-74.30013,4.42231,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Pachyramphus versicolor,2724,577649.6164,488844.4329,Survey,Modern
JSP05,11,JSP05JSP44097842,3,-74.30128,4.42146,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2724,577522.1075,488750.3498,Survey,Modern
JSP05,11,JSP05JSP44097842,3,-74.30128,4.42146,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2724,577522.1075,488750.3498,Survey,Modern
JSP05,11,JSP05JSP44097842,3,-74.30128,4.42146,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Pyrrhomyias cinnamomeus,2724,577522.1075,488750.3498,Survey,Modern
JSP05,11,JSP05JSP44097842,3,-74.30128,4.42146,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Mecocerculus leucophrys,2724,577522.1075,488750.3498,Survey,Modern
JSP05,11,JSP05JSP44097842,3,-74.30128,4.42146,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2724,577522.1075,488750.3498,Survey,Modern
JSP05,11,JSP05JSP44097842,3,-74.30128,4.42146,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Mecocerculus leucophrys,2724,577522.1075,488750.3498,Survey,Modern
JSP06,12,JSP06JSP44097908,3,-74.30134,4.41959,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Henicorhina leucophrys,2724,577515.6446,488543.6247,Survey,Modern
JSP06,12,JSP06JSP44097908,3,-74.30134,4.41959,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2724,577515.6446,488543.6247,Survey,Modern
JSP06,12,JSP06JSP44097908,3,-74.30134,4.41959,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2724,577515.6446,488543.6247,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Spinus spinescens,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Spinus spinescens,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Spinus spinescens,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Spinus spinescens,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Mecocerculus leucophrys,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Mecocerculus leucophrys,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Mecocerculus leucophrys,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Sporathraupis cyanocephala,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Mecocerculus leucophrys,2724,577303.85,488406.3503,Survey,Modern
JSP07,13,JSP07JSP44097928,3,-74.30325,4.41835,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Pyrrhomyias cinnamomeus,2724,577303.85,488406.3503,Survey,Modern
JSP08,14,JSP08JSP44097947,3,-74.30248,4.41657,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Colibri cyanotus,2522,577389.4696,488209.6607,Survey,Modern
JSP08,14,JSP08JSP44097947,3,-74.30248,4.41657,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Pyrrhomyias cinnamomeus,2522,577389.4696,488209.6607,Survey,Modern
JSP08,14,JSP08JSP44097947,3,-74.30248,4.41657,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2522,577389.4696,488209.6607,Survey,Modern
JSP08,14,JSP08JSP44097947,3,-74.30248,4.41657,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2522,577389.4696,488209.6607,Survey,Modern
JSP08,14,JSP08JSP44097947,3,-74.30248,4.41657,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Henicorhina leucophrys,2522,577389.4696,488209.6607,Survey,Modern
JSP09,15,JSP09JSP440971006,3,-74.30287,4.41485,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577346.3753,488019.4831,Survey,Modern
JSP09,15,JSP09JSP440971006,3,-74.30287,4.41485,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577346.3753,488019.4831,Survey,Modern
JSP09,15,JSP09JSP440971006,3,-74.30287,4.41485,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Colibri cyanotus,2522,577346.3753,488019.4831,Survey,Modern
JSP09,15,JSP09JSP440971006,3,-74.30287,4.41485,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Diglossa caerulescens,2522,577346.3753,488019.4831,Survey,Modern
JSP09,15,JSP09JSP440971006,3,-74.30287,4.41485,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Sporathraupis cyanocephala,2522,577346.3753,488019.4831,Survey,Modern
JSP09,15,JSP09JSP440971006,3,-74.30287,4.41485,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Henicorhina leucophrys,2522,577346.3753,488019.4831,Survey,Modern
JSP09,15,JSP09JSP440971006,3,-74.30287,4.41485,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Henicorhina leucophrys,2522,577346.3753,488019.4831,Survey,Modern
JSP10,16,JSP10JSP440971022,3,-74.30378,4.41327,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Pyrrhomyias cinnamomeus,2522,577245.5694,487844.7279,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Dryobates fumigatus,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Atlapetes albofrenatus,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Sporathraupis cyanocephala,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Tangara nigroviridis,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Stilpnia heinei,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Turdus fuscater,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Metallura tyrianthina,2522,577137.0499,487612.4824,Survey,Modern
JSP11,17,JSP11JSP440971045,3,-74.30476,4.41117,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577137.0499,487612.4824,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Icterus chrysater,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Colibri cyanotus,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Icterus chrysater,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP12,18,JSP12JSP440971109,3,-74.30576,4.40943,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Orochelidon murina,2522,577026.2735,487420.0312,Survey,Modern
JSP13,19,JSP13JSP440971128,3,-74.30677,4.40585,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2318,576914.576,487024.177,Survey,Modern
JSP13,19,JSP13JSP440971128,3,-74.30677,4.40585,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2318,576914.576,487024.177,Survey,Modern
JSP13,19,JSP13JSP440971128,3,-74.30677,4.40585,JSP,3,Vereda Los Robles,9/23/2020,9,23,2020,Zonotrichia capensis,2318,576914.576,487024.177,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Troglodytes aedon,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Zenaida auriculata,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Troglodytes aedon,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098625,5,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578197.6702,488907.9617,Survey,Modern
JSP01,7,JSP01JSP44098639,6,-74.29519,4.42288,JSP,3,Vereda El Penon,9/24/2020,9,24,2020,Turdus fuscater,2788,578197.6702,488907.9617,Survey,Modern
JSP02,8,JSP02JSP44098639,5,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44098639,5,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44098639,5,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/24/2020,9,24,2020,Sturnella magna,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44098639,5,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/24/2020,9,24,2020,Turdus fuscater,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44098639,5,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44098639,5,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44098639,5,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
JSP02,8,JSP02JSP44098639,5,-74.29689,4.42213,JSP,3,Vereda Los Robles,9/24/2020,9,24,2020,Zonotrichia capensis,2788,578009.1267,488824.8743,Survey,Modern
