"","Species","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"1","Accipiter superciliosus",1.35599407437487,0.106009909949667,1.05057531658897,0.0847211243259131,-0.0154389282908895,-0.245621932471623,0.264424263627242
"2","Actitis macularius",-0.479085559880892,-1.18730158823004,0.637461546070885,0.799164738227912,-0.171991921912849,0.19249948499107,0.30098963898678
"3","Amaurolimnas concolor",0.761988507475348,0.227458818421155,0.904949519018645,1.42221927540771,0.0219149373551129,0.334252348683752,0.316308669573406
"4","Amazilia tzacatl",-2.37224062984497,-2.21323895485622,-0.254199831906013,0.175433704260011,-0.323339947605962,-0.313075297416346,-0.0390605566921625
"5","Amazona farinosa",4.2946047423208,-0.885606468906262,-0.895822459857618,-0.689080028139437,1.74136109232064,-0.339936821957319,-0.0821858806573956
"6","Amblycercus holosericeus",1.01115861628136,0.981992875863466,-0.0512169701788844,0.00492562945989697,-0.348667380122674,0.225603730587335,0.319401327920371
"7","Androdon aequatorialis",-1.71852342232519,-2.44104520634325,-0.734689289518362,0.487545606757718,-0.64189872132916,0.243056367567791,-0.13717671312545
"8","Arremon aurantiirostris",-0.172279765356811,1.11856013150234,0.0110802380186687,-0.104341093485584,0.0970923484719002,-0.134593901480851,0.215189054783959
"9","Arremonops conirostris",-0.0370932656267154,1.32405106694623,0.0449693877049256,0.0146139109706401,-0.0545579876208125,-0.0799092374417199,0.185337474004708
"10","Atlapetes leucopis",0.140961730198823,1.01873747562316,0.382126397592933,-0.14896782629943,-0.194451989702034,-0.0487130565254396,0.351046581805955
"11","Attila spadiceus",0.120357147960752,0.778868037625691,-0.184706023943837,-0.00112185262869903,0.105084549397701,-0.0628700114061745,0.127084132848406
"12","Aulacorhynchus haematopygus",4.94716972225925,-0.271647516543979,-3.54490010623328,0.0478567747028746,-0.576431695054763,-0.231145526864711,0.433560692220253
"13","Automolus subulatus",-0.354324669390124,0.414481534146099,-0.113096292932175,-0.00576498118918688,-0.261404003495749,0.359514144780517,0.00026191246085959
"14","Bangsia edwardsi",-0.29134414810254,0.363201254812001,0.160412878968635,0.166338931096892,0.307368941373071,-0.129655551665942,0.128421918043546
"15","Baryphthengus martii",3.84798883081078,-0.0533391865673304,-0.249647658364996,-2.00462670471087,-1.44181888558874,0.460474121474199,0.651210261199074
"16","Boissonneaua flavescens",-1.96961953108813,-2.23736155044487,0.0821875354623734,0.0308564453069066,-0.226308504697499,-0.0682723372194533,-0.00260096357588135
"17","Butorides striata",2.97174259548527,-0.434887815114532,-0.655748843682666,2.16376212986328,-0.49442161984036,0.343497631179862,-0.129898906073176
"18","Cacicus uropygialis",1.17547754479152,0.093719939660578,0.230830468877085,-0.0833619347624775,-0.274517328126061,0.122627629735268,-0.0441027259781998
"19","Campephilus gayaquilensis",2.96838538444766,-0.186286613984957,-0.425366632814626,-0.0190398582797029,0.269102895842371,0.243706032961738,0.0566169445745229
"20","Campephilus haematogaster",2.98281966500708,0.263132533140821,-0.459938558712593,0.237919283427804,0.263889627952287,0.306301728738695,-0.137465801537759
"21","Camptostoma obsoletum",-1.85283724364552,0.758417034014983,-0.0164239078628587,-0.242222462135378,-0.130677057688167,-0.0697536421930461,-0.291889587500483
"22","Campylorhamphus pusillus",0.696497626441826,0.135649820627368,-0.879653241091001,0.284451401692141,-1.1338942214209,1.20606160696311,-0.217628333313875
"23","Campylorhamphus trochilirostris",0.853488676837134,0.139774243688802,-1.09148347519013,0.46296904201854,-1.23031235904887,1.28618203150957,-0.310130610413258
"24","Cantorchilus leucopogon",-1.13261750519285,1.06682510678855,-0.151383105536922,0.174778375336975,-0.0766212222954691,0.228037687233209,-0.0601664654372051
"25","Cantorchilus nigricapillus",-0.610873154186294,1.20379762248348,0.0357718863583553,0.187667138851488,-0.239584841572555,0.12160586665279,0.00280994328101336
"26","Capito quinticolor",-0.0150775590860311,0.451497628771251,-0.419276055443452,0.300954617808902,0.742961501935794,-0.122030500082126,0.373383601972883
"27","Capito squamatus",0.137525581010018,0.492990518204473,-0.349102070405315,0.129757943961448,0.510324211496956,0.000279482190386635,0.340346323635937
"28","Carpodectes hopkei",1.04543313663232,0.380837710548451,0.424047086662199,-0.278199236759946,0.459700188825107,0.394399225838352,-0.169160946142447
"29","Cathartes aura",7.83778359602429,-1.39806053510239,2.2509056574249,-0.8263526772969,0.420597591788737,0.234416963382334,-2.36865860481473
"30","Catharus ustulatus",-0.263834697568991,-0.0542565856056842,0.768991394458893,0.255758606357946,-0.130941027834818,-0.377465654520024,0.247582683427925
"31","Celeus loricatus",0.412710695907253,0.045430578574804,0.0304061971086711,0.0101727737148109,0.503736925216363,0.355412598994285,0.0436315417241176
"32","Ceratopipra mentalis",-1.53352258084999,0.762077867123234,-0.149292845204541,0.0514583745283538,0.294155181155017,0.0203617817147262,-0.168758710867696
"33","Cercomacroides tyrannina",-0.740345863921776,1.18077065771943,-0.141953949257337,-0.10601667562073,-0.299780933337434,-0.0334258169839138,-0.0999770022095306
"34","Chalybura urochrysia",-2.14714853220802,-2.6001435206002,-0.159437232813462,0.286961718058682,-0.400493802817397,-0.120179523941488,0.0366079532362296
"35","Chloroceryle americana",-0.364795033692633,-0.38776497690424,-1.19190479215889,0.0560511306486891,-0.0284269736877313,0.910221285866333,-0.100607357410032
"36","Chloroceryle inda",0.469986207725529,-0.617494432678651,-1.57975764583387,0.203380394525523,0.0958705823069491,0.846760479297202,-0.117060755803846
