"Species","TOCHE_H","TOCHE_M","TOCHE_EXT","TOCHE_NEW","weight_z","T_cul_z","Bill_w_z","Wing_l_z","Tail_l_z","Tars_z","HWI_z","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"Momotus momota",2,0,1,NA,0.959345005343874,1.0824948260054,0.856336540798358,0.574903562190023,3.4718682297995,0.296397687059264,-0.375323401906048,2.92810211017133,-0.23672560657517,-0.110820970508683,-1.47941179959998,-1.79460563629695,-0.126983246866521,0.260622524526029
"Myadestes ralloides",0,8,NA,1,-0.0821234379066831,-0.515697593071161,-0.363934453895844,-0.267450932733909,0.0225566614597918,-0.1925309461307,-0.0711945540115514,-0.546420398704451,0.292459267090381,0.237575848222181,-0.196821815420367,0.000425001382768058,0.162461677340681,0.121452143179224
"Myiarchus cephalotes",3,19,NA,NA,-0.158797160238838,-0.117591900232596,0.0906763088333687,-0.199425741563076,0.203169447052993,-0.143019185807666,-0.53062323912877,-0.0796841589905995,0.469470339868846,-0.299729666144055,-0.354856170934803,-0.103559400787484,-0.0460886538135954,-0.0958223718488705
"Myioborus miniatus",1,35,NA,NA,-0.971501080060351,-0.683017377017805,-0.483568865140373,-0.56415655379818,-0.238546604669509,-0.36582210726132,-0.478856626721196,-1.32151004960694,0.61849042925999,0.0411862835476804,-0.258543271247915,-0.12675154769983,-0.297078275023111,-0.267258640506796
"Myioborus ornatus",17,104,NA,NA,-0.772661533977914,-0.659938786128612,-0.435715100642562,-0.490341984655361,-0.144313846968709,-0.260609616574872,-0.614743984291077,-1.08315823516437,0.74782549768639,0.0605479011081832,-0.258985430289317,-0.130468445179893,-0.220934160011071,-0.228012308470074
"Myiodynastes chrysocephalus",1,15,NA,NA,0.12607394834442,0.165120838160009,1.19131289228304,0.0495175112323133,0.236543548738692,-0.316310346938286,-0.207081911581433,0.652219178872617,-0.0287066607363618,-0.84994071420288,-0.852490412493172,0.527243792553665,-0.181044226983215,-0.0846906290276373
"Myiophobus flavicans",2,5,NA,NA,-0.710505745032612,-0.567624422571844,-0.459641982891467,-0.500473396106336,-0.41719620781061,-0.359633137220941,-0.459444147068355,-1.18927167971345,0.584951224930945,-0.0685530201480118,-0.120027759542425,0.00303258996010372,-0.0829027354033048,-0.210955733488084
"Myiotheretes fumigatus",4,1,NA,NA,0.0223252914080398,-0.00219894578663451,0.234237602326804,0.108858635445167,0.152126703298392,-0.0130508149597008,-0.194140258479539,0.244226455491114,0.153572611601999,-0.231350192286199,-0.208447669540779,0.10626482083865,-0.0140894239558411,-0.109612735332632
"Myiotheretes striaticollis",0,9,NA,1,0.481288318888722,0.211278019938393,0.497433307064769,0.543061983344101,0.426972246592393,0.104539615807506,0.0905761097621169,0.955889217058635,-0.181521296495479,-0.151288935566068,-0.237687400407723,0.210915669705834,0.15174207477515,-0.0758685049938306
"Myiothlypis coronata",3,19,NA,NA,-0.521367881777388,-0.492619002181969,-0.435715100642562,-0.496131362627347,-0.309221172945109,-0.0563736052423558,-0.647098117045811,-0.885134430153716,0.804932949264734,-0.0613659510158566,0.0115565006984959,-0.0614130530647161,-0.114113219910607,-0.0904018404977315
"Myiothlypis luteoviridis",2,0,1,NA,-0.698663693579651,-0.481079706737373,-0.483568865140373,-0.522183563501283,-0.258178429190509,-0.0378066951212178,-0.711806382555278,-0.959988325305704,0.844988549095905,-0.0649361331663821,0.0163010769723468,-0.173024202834518,-0.233415342246045,-0.167547305612742
"Myiothlypis nigrocristata",0,10,NA,1,-0.658615651855381,-0.538776183960353,-0.316080689398032,-0.594550788151105,-0.370079828960209,-0.0687515453231143,-0.957697791491254,-0.95743958713815,1.06764981052191,-0.218854765476083,-0.086078644942898,-0.0249943420293865,-0.231112155261463,-0.176309119279275
"Myornis senilis",3,5,NA,NA,-0.322170762735545,-0.411843934069796,-0.627130158633809,-0.661128634828942,-0.281736618615709,-0.118263305646149,-0.770043821513799,-0.921919050443969,0.91246035837997,-0.125756406915973,0.061695045671426,-0.245469054558264,0.122849401127786,0.0574629496934674
"Ochthoeca cinnamomeiventris",2,21,NA,NA,-0.753473778139228,-0.596472661183334,-0.316080689398032,-0.540999041910237,-0.38774847102911,-0.303932406857527,-0.420619187762675,-1.14402086905101,0.573014613140363,-0.0921854369863525,-0.187305084754673,0.0764748059238832,-0.218590461289727,-0.164046219660162
"Ochthoeca diadema",4,12,NA,NA,-0.785728683088471,-0.63686019523942,-0.483568865140373,-0.572840620756159,-0.43093848497531,-0.266798586615252,-0.459444147068355,-1.25761132109505,0.644863235876816,-0.0136729099109917,-0.0835437972329564,0.0074450133921016,-0.189916304614567,-0.162738877046001
"Ochthoeca frontalis",0,4,NA,1,-0.891650887234226,-0.671478081573209,-0.627130158633809,-0.540999041910237,-0.38382210612491,-0.161586095928804,-0.627685637392971,-1.29326616680325,0.81353911320978,0.0798797562250981,0.00204452868828869,-0.12260397157167,-0.249007445860838,-0.252365404358841
"Ochthoeca fumicolor",0,2,NA,1,-0.507546054184375,-0.486849354459671,-0.531422629638185,-0.287713755635859,-0.0461547243637084,0.0178940352421957,-0.349440095702261,-0.725163288023866,0.541933258438272,0.221209183601265,0.0287795520456754,-0.186597669823518,-0.141244472197461,-0.104098738274067
"Ochthoeca rufipectoralis",16,6,NA,NA,-0.891650887234226,-0.57916371801644,-0.627130158633809,-0.525078252487276,-0.305294808040909,-0.235853736413355,-0.31061513639658,-1.27690461120542,0.495638394901452,0.0972253868807244,-0.0121615476638625,-0.166718975853095,-0.244517622172925,-0.193928925473742
"Ocreatus underwoodii",0,18,NA,1,-1.80411282786346,-0.354147456846816,-0.986033392367398,-0.868098897327434,-0.50946578305931,-1.18276615259139,2.86656070011827,-2.60966512240515,-2.41040894710554,0.398521558091416,0.0383303470850583,-0.162601365216617,-0.559916518055085,0.23105812937844
"Ognorhynchus icterotis",23,143,NA,NA,1.64716059871766,0.96133222383714,4.56500328937878,1.69949023324826,1.8875799909548,-0.173964036009562,1.61769117578555,4.32010753405055,-2.18015700740731,-1.29258110901595,-2.58303264781912,2.01771751425449,-0.685655580476054,0.210799066626301
"Opisthoprora euryptera",0,7,NA,1,-1.25394268739072,-0.423383229514392,-1.0099602746163,-0.569945931770166,-0.678299473939911,-1.07755366190494,2.29065713708401,-2.25006025972517,-1.87721174276412,0.430408213558445,0.154722383594873,0.0360129902693679,-0.0925609265361941,0.127506979214307
"Orochelidon murina",0,18,NA,1,-0.772661533977914,-0.804179979186064,-0.651057040882715,0.146489592263075,-0.303331625588809,-0.749538249764836,1.67592861474407,-1.40251240377548,-1.26329101524813,0.889142454640434,-0.140403904803728,0.356422931877243,0.0172617079456572,-0.15983961151037
"Ortalis columbiana",0,21,NA,1,2.14223430617565,0.401676394774229,0.401725778069146,1.78054152485606,3.7859774221355,2.41302544086898,-0.808868780819479,4.51944847973157,0.898938377095502,1.63773881728086,-0.311165819874229,-1.42765101203103,-0.0963245802910318,0.511632295307936
"Pachyramphus versicolor",0,2,NA,1,-0.559508048682603,-0.642629842961718,-0.220373160402408,-0.549683108868216,-0.49768668834671,-0.45865665786701,-0.245906870887113,-1.1549536019612,0.426343888569171,-0.118871937081179,-0.276871219390159,0.274875768692884,-0.0446436968624421,-0.0603587100523728
"Parabuteo leucorrhous",0,1,NA,1,1.66034138091538,0.303592383495162,0.880263423047264,2.00343257677752,1.8561690717212,2.41302544086898,0.187638508026318,3.76409866148971,0.134941562850564,1.23349704036906,0.471326253256338,0.163465866284139,-0.396491159225844,0.252558633642322
"Parkesia noveboracensis",2,0,1,NA,-0.521367881777388,-0.284911684179239,-0.627130158633809,-0.415080071019546,-0.53302397248451,-0.0378066951212178,0.232934293882945,-0.999689156574935,0.0366682261063774,0.0479762845113754,0.404915360316452,0.0106748538709862,-0.0712043816328215,0.0643162674428615
"Patagioenas fasciata",3,72,NA,NA,1.83735977252639,0.10165471321473,-0.0289581024111609,1.48817793727078,1.2652511536391,0.178807256292057,0.750600417958684,1.98372878871512,-0.693455020156478,1.00284959443653,-0.205062791163697,-0.00748542861201086,1.22631433086918,0.176879198542028
