"Species","FUSA_H","FUSA_M","FUSA_EXT","FUSA_NEW","weight_z","T_cul_z","Bill_w_z","Wing_l_z","Tail_l_z","Tars_z","HWI_z","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"Atlapetes albofrenatus",6,14,NA,NA,-0.0590391394311158,-0.463770763570479,-0.196446278153502,-0.442579616386479,0.0186302965555918,0.172618286251678,-0.731218862208118,0.249452078666658,0.921853383550705,-0.0689020074588026,-0.092960221310253,-0.0769720786168176,-0.110308249078423,0.259774110371857
"Atlapetes pallidinucha",5,16,NA,NA,0.0490766288318044,-0.417613581792094,-0.172519395904596,-0.361528324778678,0.0343357561723918,0.358287387463057,-0.802397954268532,0.528580162096911,1.021910082169,-0.0243099833851,0.0803226197899868,-0.0864800669428627,-0.130283987961566,0.2484086337869
"Atlapetes schistaceus",8,11,NA,NA,-0.111327172167713,-0.561854774849546,-0.244300042651314,-0.38902787014561,0.134458061229492,0.0735947656056095,-0.770043821513799,0.213294045563101,0.940995014956248,0.0750711675750434,-0.303390950345856,-0.105007533133881,-0.0739572602735615,0.146681130280127
"Aulacorhynchus albivitta",6,14,NA,NA,1.35955457022155,2.51913710885762,3.63185488167144,0.308592175478677,0.843166926437594,0.475877818230263,-0.763572994962852,5.3638215477193,-1.3778134215604,-3.14987169267621,-0.834077945443415,0.770113363963264,-0.515487334521677,0.565832826845025
"Basileuterus tristriatus",3,5,NA,NA,-0.753473778139228,-0.538776183960353,-0.531422629638185,-0.597445477137098,-0.40345393064591,-0.19871991617108,-0.698864729453385,-0.934856398592363,0.789615080170467,-0.325988262137128,-0.025851715464668,-0.135579393814767,-0.0838067179363424,-0.197103087439604
"Boissonneaua flavescens",4,4,NA,NA,-1.04205206574675,-0.16374908201098,-0.818545216625056,-0.396264592610592,-0.56247170926601,-1.06517572182418,2.38771953534821,-1.97567286644415,-2.24197152295565,0.588176583942447,0.0801014444316251,-0.0871171972190145,-0.10492185991462,0.132413482859916
"Bubulcus ibis",0,16,NA,1,1.8367388172492,2.28258155224339,0.593140836060393,2.0526422895394,0.271880832876493,3.29185918660284,0.355879998350933,6.4591717049818,-0.685106710328824,0.699661519917112,3.87481286959126,-0.571978772673026,-0.171792100960431,-0.632154862456668
"Buteo platypterus",1,1,NA,NA,1.99953271727908,0.263204849439076,1.19131289228304,2.53460800570721,1.9975182082724,1.84364019715409,0.808837856917204,6.54169352117625,-0.895471773487631,2.87678572010783,0.334334338239399,0.439938420491282,-0.420430865854377,-0.778526974456464
"Buthraupis montana",3,1,NA,NA,0.748750061718365,-0.0945133093434032,0.353872013571334,0.378064711142506,0.262064920615993,0.543956488674436,-0.174727778826699,2.02688907065588,0.173394732087792,0.475510260400091,0.262543775723333,0.431748909303108,0.0208175293910401,0.158613155661326
"Cacicus uropygialis",1,0,1,NA,0.481288318888722,0.401676394774229,0.210310720077898,0.482273514638251,0.540836828814193,0.364476357503436,-0.129431992970072,2.1244912794271,-0.258855743100874,0.329672155130041,0.0323654647083868,-0.171806172065497,0.203429353715299,-0.1928879689328
"Campephilus pollens",1,0,1,NA,1.33144521770854,1.48060051884397,1.35880106802538,1.04239583342788,0.990405610345095,0.42017708786685,-0.517681586026876,4.38091382140773,-0.852057730777494,-0.460454276949411,-0.313797837725015,0.124536214908539,0.633881171735565,-0.275319212324879
