"Species","FLOR_H","FLOR_M","FLOR_EXT","FLOR_NEW","weight_z","T_cul_z","Bill_w_z","Wing_l_z","Tail_l_z","Tars_z","HWI_z","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"Daptrius ater",0,7,NA,1,1.80674928916872,0.540147940109383,1.40665483252319,3.01223168839604,2.401933793405,1.52800272509474,0.452942396615134,3.57073126362901,-0.801803543201623,1.03301016562321,0.66781110810222,0.269460737083071,-0.212582275818475,-0.380240274306885
"Dendrocincla fuliginosa",0,20,NA,1,0.133948054223459,0.355519212995845,0.0667494265844628,0.0335967218093524,0.189427169888292,0.0674057955652301,-0.394735881558888,-0.0978477736389367,0.330244828551062,-0.0796457806134549,0.0229754443455529,-0.232696351015294,0.0752238513048173,-0.0219650018441798
"Dendrocolaptes picumnus",1,1,NA,NA,0.651393473206537,0.967101871559438,0.521360189313675,0.391090811579475,0.876541028123295,0.302586657099643,-0.433560840864569,0.939448162558364,0.341141851601651,-0.250453590193624,0.213551739557352,-0.424651088723872,0.140173105008616,0.0877808272415008
"Dendrocolaptes sanctithomae",1,0,1,NA,0.548778512627261,0.93248398522565,0.664921482807111,0.340433754324599,0.729302344215794,0.364476357503436,-0.284731830192794,0.886630967865551,0.208673817216236,-0.3510248543285,0.125153535070883,-0.278867705665623,-0.00806906078112379,0.0976716446111014
"Dendroplex picus",0,11,NA,1,0.183227341299903,0.28051379260597,-0.316080689398032,-0.0633753592214095,0.124642148968992,-0.180153006049942,-0.427090014313622,-0.382203561208722,0.323647342508249,0.0608859514209592,0.0363345846480675,-0.371207195682074,0.352838975856205,0.00933585177041882
"Dichrozona cincta",3,0,1,NA,-0.535446476218105,-0.34260816140222,-0.627130158633809,-0.624945022504031,-0.994371848728012,-0.167775065969183,-0.841222913574213,-1.60531345303585,0.933729021606471,0.0639163928934296,-0.379076216682576,-0.00975593678044681,0.120525428784449,-0.187168985050174
"Dolichonyx oryzivorus",1,0,1,NA,-0.0220622511478432,-0.434922524958989,-0.0528849846600667,-0.179162918661125,-0.299405260684609,0.178807256292057,0.711775458653003,-0.66283931251523,-0.811719879605154,0.244294371955812,-0.282442567815317,0.361702284375328,-0.264875811497101,0.304328001534477
"Donacobius atricapilla",8,8,NA,NA,0.0957952527897667,0.136272599548519,-0.363934453895844,-0.310871267523802,0.421082699236093,0.500633698391781,-0.957697791491254,-0.237319496130758,1.05830767543791,0.352596378610257,-0.0199830072918067,-0.575651908650007,-0.0592232304270869,0.178422005546485
"Doryfera johannae",0,2,NA,1,-1.44790841684734,0.395906747051931,-1.0099602746163,-0.720469759041796,-0.959034564590211,-1.13325439226835,2.65949425048797,-2.25760528948897,-3.25561877814392,-0.548742911541161,-0.970924714729281,-0.433857748835004,-0.226419808285956,0.0060614815221891
"Dryobates affinis",2,2,NA,NA,0.0534448015780351,-0.0945133093434032,-0.124665631406785,-0.154558062280186,-0.285662983519909,-0.45865665786701,-0.239436044336167,-0.759008853165265,0.118095503053398,-0.0704199821703123,0.108816622904716,0.0566430106317527,0.31437219024508,-0.0304830555244015
"Dryobates passerinus",0,1,NA,1,-0.00776228212591097,-0.290681331901537,-0.148592513655691,-0.376001769708642,-0.59191944604751,-0.576247088634216,-0.601802331189184,-1.08724555096567,0.559879596811309,-0.125755444534783,0.139410401169653,0.190127166366673,0.390734771036517,-0.0490946912287736
"Elaenia gigas",1,0,1,NA,-0.0341885238204868,-0.469540411292777,-0.292153807149126,-0.1892943301121,-0.0579338190763086,-0.260609616574872,-0.317085962947527,-0.837932624429199,0.225796112132925,0.293600398586355,0.219506252015587,-0.00931599818896201,0.113344956824657,0.0252451224677619
"Elaenia parvirostris",5,3,NA,NA,-0.647551573993473,-0.60801195662793,-0.627130158633809,-0.480210573204386,-0.238546604669509,-0.310121376897907,-0.29120265674374,-1.46011671573231,0.201530819301953,0.322473412512028,0.0707534400841461,-0.232277940171361,-0.150735364063515,-0.109193157707457
"Elanoides forficatus",1,0,1,NA,1.93415055900018,0.326670974384354,0.975970952042887,4.48997041574541,3.9685533901808,0.612035159118608,1.45592051201188,4.19814208991694,-2.45940499743782,1.80588526917536,1.71961359662361,-0.326482025046079,0.153534148911556,-0.979879955979217
"Empidonomus varius",0,8,NA,1,-0.13608756983009,-0.359917104569114,0.0428225443355568,-0.0836381821233598,0.0696730403101918,-0.514357388230423,-0.0129571150530309,-0.728304790274056,-0.184090544747129,0.0109779239215758,0.415201015149335,0.0552917986637003,0.0155931316745306,-0.0578611472714852
"Epinecrophylla haematonota",1,0,1,NA,-0.997194248146198,-0.515697593071161,-0.555349511887091,-0.758100715859704,-0.770569049188611,-0.464845627907389,-0.698864729453385,-1.90561377582763,0.698408916517211,-0.0473698838559728,-0.0711367919728817,-0.155799986588273,-0.166878774977282,-0.304523099310366
"Euphonia chrysopasta",0,5,NA,1,-0.63664669702983,-0.706095967906997,-0.26822692490022,-0.661128634828942,-0.823574975395311,-0.557680178513078,-0.220023564683326,-1.71433997380999,0.168626299376278,-0.0656122176937002,0.0168526972438387,0.261045610236644,-0.0851448088748682,-0.0862354165166785
"Euphonia laniirostris",1,7,NA,NA,-0.584358664293232,-0.78687103601917,-0.124665631406785,-0.601787510616088,-0.784311326353311,-0.390577987422837,-0.0647237274606048,-1.5703251791841,0.0265081726072376,-0.01952474071669,-0.00713531560237624,0.395365306503866,-0.222459914018298,-0.0213274852037906
"Euphonia minuta",0,1,NA,1,-0.891650887234226,-0.75802279740768,-0.483568865140373,-0.740732581943746,-0.968850476850711,-0.693837519401423,-0.0970778602153385,-2.04777898962354,0.00681051886164639,-0.0535690339641062,-0.0694486891454635,0.178144552184426,-0.106136846726701,-0.174501538321619
"Euphonia xanthogaster",6,4,NA,NA,-0.692811341151788,-0.752253149685381,-0.316080689398032,-0.595998132644102,-0.805906333326411,-0.446278717786251,-0.129431992970072,-1.70179554397063,0.0746574371897343,0.0308973974646659,-0.0495559168791189,0.257684060965252,-0.171548983494009,-0.110517696879476
"Eutoxeres condamini",2,0,1,NA,-0.833323970965354,0.055497531436346,-0.579276394135997,-0.493236673641354,-0.40149074819381,-1.00328602142039,2.25830300432927,-1.61043763411245,-2.803581704756,-0.309427416826958,-0.394460714065559,-0.197492213549085,-0.160867558540343,0.200132746028187
"Falco rufigularis",3,1,NA,NA,1.22649041189442,-0.238754502400855,0.856336540798358,1.39265320073302,0.607585032185594,0.568712368835953,1.02884595964939,1.31399671423078,-1.29045802225533,0.556784171529212,0.182008940754381,0.885711043195462,0.00958148558646038,0.156687989474413
"Florisuga mellivora",0,8,NA,1,-1.11985117241325,-0.00796859350893244,-0.842472098873962,-0.503368085092329,-0.790200873709611,-1.15182130238949,2.69831920979365,-2.04269006429465,-3.31498075319552,-0.302799496665239,-0.677729273963709,-0.136933819161169,-0.16345860337872,0.0878462876718614
"Formicarius analis",3,0,1,NA,0.493571827220311,-0.111822252510297,-0.124665631406785,-0.192189019098093,-0.39756438328961,0.543956488674436,-0.504739932924982,-0.282916747366612,0.650890030560293,0.293156551333469,-0.393438185166541,0.249542889917053,0.158089531350472,0.314904945911284
"Formicarius colma",4,0,1,NA,0.281209400701135,-0.129131195677192,-0.244300042651314,-0.25442483229694,-0.46431258666101,0.389232237664953,-0.349440095702261,-0.524040323112965,0.445236639457932,0.256138004501234,-0.417242058253334,0.176079991582418,0.124918370671389,0.249671102186433
