"","Species","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"1","Accipiter bicolor",2.74496667659491,-0.0372165461868702,1.52555472329306,0.217896231461302,-0.0338112853989609,-0.44197010417216,0.312760968198601
"2","Actitis macularius",-0.742886053928311,-1.76163372528649,0.386534753480826,-0.870098347242721,-0.00780939167349118,0.244742600029267,0.38765500084749
"3","Akletos melanoceps",-0.382778799907849,1.24188730957888,0.142248700142778,-0.276619251198885,-0.0257003483008696,0.0182244428651441,0.0382576954520288
"4","Amazona amazonica",2.36530581483203,-0.442418196814085,-1.24632320569296,0.904914919954224,1.62005471897412,0.318990950271021,0.0371829465641244
"5","Ammodramus aurifrons",-1.42166023057177,1.04957408532143,0.184699314363809,-0.0403877476849649,-0.0290110928556251,-0.028905497597572,-0.0786552841549459
"6","Anabacerthia ruficaudata",-0.880472602926058,0.303538032652236,0.337306158898522,0.12451819645751,-0.193185297903159,0.221417184829895,-0.0249172597519838
"7","Anabazenops dorsalis",-0.524063776263855,0.66681642214349,0.173792460076654,0.0458673560994929,-0.218888951246831,0.176478883050521,-0.0193132349822832
"8","Ancistrops strigilatus",-0.545632474392277,0.367565702312476,0.133947036155533,-0.0220744879006687,-0.108713611394829,0.154152789224891,0.0324207278988178
"9","Anhima cornuta",7.41914619644074,-0.692146064744139,3.30638320851977,-0.907999245581465,0.514575089815443,-0.536855266435649,-1.0737510975747
"10","Anthracothorax nigricollis",-2.05767231091154,-3.18052415860886,-0.358063506737946,-0.689432721616592,-0.24837201110101,-0.120479432126942,0.0375423323940648
"11","Anurolimnas castaneiceps",0.261837174142197,1.46103314992316,0.718837734657559,-1.37611912746124,0.502335897739575,0.289751804838165,0.373929556132872
"12","Anurolimnas fasciatus",-0.528920283092337,1.00470368199958,0.629970964326508,-0.937815850066789,0.402804250269191,0.336247297607575,0.26767173304907
"13","Ara severus",3.75705237928345,-1.31923901805657,-0.924409242050704,2.40821875040988,0.484277791555273,-0.447567862566502,0.152835352046081
"14","Ardea alba",7.45195298178146,0.165268115422668,0.312467423403814,-4.77515020245261,-0.886627920787194,-1.1558852865932,-0.218125596711058
"15","Arremonops conirostris",-0.58190278953383,1.21194029307863,0.153044025029347,0.0693966172929063,0.0851712248633231,-0.0629830987297916,0.130042430286734
"16","Atticora fasciata",-1.55576668945543,-2.06375054338618,0.35643069753982,0.0239340950411859,0.122411119120165,-0.192448799559495,-0.0417223528041035
"17","Attila cinnamomeus",-0.367467347525174,1.0401454568817,-0.0543040218326168,0.323547180892115,-0.0620613868447757,0.0955751463087364,0.00235142607684818
"18","Attila spadiceus",-0.382635092743069,0.678565274395588,-0.121247364796788,0.0827146351683238,0.189572345692209,-0.0147474976691904,0.0962626464130146
"19","Automolus infuscatus",-0.609604347776496,0.259309502262285,0.135225670844858,-0.0585223058098698,-0.202675206263743,0.155248701148721,0.0297057293776916
"20","Automolus subulatus",-0.778760086209327,0.2778364293405,-0.00314774888926837,-0.0704472465597885,-0.283060635383771,0.198691330724883,0.0270040430914255
"21","Baryphthengus martii",2.74808042155713,0.292105232101256,-0.200917284668021,1.52638216526389,-1.3334827253856,-0.309219723919653,0.522869541779859
"22","Berlepschia rikeri",-0.523799858039402,-0.667495823229914,0.130877278826451,-0.1444644444902,-0.145036180938649,0.143480946204028,0.198392880755744
"23","Brachygalba lugubris",-0.989027310602714,-0.253996192342977,-1.08582932146461,-0.429684216866241,-0.743158298525093,0.466048170264865,-0.268989940887973
"24","Bubulcus ibis",3.31368773851794,-0.0980188491455105,0.504925426434206,-2.1972718544945,0.134985931607856,-0.0836387169668169,0.116887376582169
"25","Bucco capensis",0.0621270397496577,0.271489778065717,-1.14559814212682,0.193439887716986,0.553851163141054,0.142943556259776,0.123765946301562
"26","Bucco macrodactylus",-0.779345283676709,0.378780698366827,-0.859580497130935,0.332599784561398,0.230112713738914,0.0394385185033455,-0.0197190359923635
"27","Buteo nitidus",3.38492945486086,-0.133532122333228,1.23478777607307,-0.0945013790381203,0.497781337530572,-0.451548870836072,0.418925806268965
"28","Butorides striata",2.09350529371358,-0.212670605520601,-0.803227546060578,-1.62748855279798,-0.0562168767646776,0.522323875338191,0.110723219502923
"29","Cacicus cela",0.803484862578217,-0.333271125986697,-0.0428469096644371,-0.0496262669704004,0.112233238677922,0.119541104402121,0.106549128426224
"30","Cacicus haemorrhous",0.928551599235213,-0.18689331777337,-0.00997951525877084,0.0122955086793936,0.112012157400422,0.141604520269128,-0.0896419221301742
"31","Cacicus solitarius",0.559497185059942,0.875383000551262,0.0894584280008831,0.244260269071794,-0.319720341386807,0.251926774507622,0.121021623130777
"32","Calochaetes coccineus",-0.595714597305425,-0.045938026580741,0.0893284711026334,-0.000801137712130381,0.346955619314135,0.224024399770498,0.151232607944755
"33","Campephilus melanoleucos",2.13741079615393,0.0639605474980293,-0.485043128505837,0.207948794544992,0.339837384212172,0.375588871886317,0.113360561898113
"34","Campephilus rubricollis",2.00179829358303,0.359996315012262,-0.291538456187176,0.104760924160972,0.0295863792962287,0.367887755466127,0.0569601860651351
"35","Camptostoma obsoletum",-2.08320287991072,0.448868728095336,0.144982062119339,0.0491010761842216,-0.127197917944813,-0.172941262812746,-0.302664368381364
"36","Campylopterus largipennis",-1.7720436340777,-2.97478800006855,-0.425402985736152,-0.648137573980685,-0.395532871196707,-0.0517410986758827,0.0202885077867582
"37","Campylorhamphus trochilirostris",0.225154618385363,0.466354689349014,-0.763791050871751,-0.53889873854938,-1.32728217448476,0.696590671627579,-0.145358567939926
