"trait","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"Bill_w_z",0.382505749420567,0.0471702419203816,-0.581065070352789,0.313821026390725,0.519821213579831,-0.380922242405486,0.00531210895332393
"HWI_z",0.00329764662099603,-0.952563650463552,0.00353389989298667,-0.171215395696807,0.0994744768739059,-0.122614041886456,0.195844434062285
"T_cul_z",0.368647121948218,-0.0278504099860799,-0.599378753009518,-0.417259286393687,-0.520502502757111,0.225723849853835,-0.0899407623529838
"Tail_l_z",0.403606906268949,-0.101255972553062,0.223675961963992,0.597471202530652,-0.578607970829133,-0.243583152001412,0.160393215487599
"Tars_z",0.386146072793572,0.223123206617044,0.357081623258862,-0.582951991741621,0.0490388988876676,-0.539873560515227,0.199746488937402
"weight_z",0.457457517616114,0.050263262459552,0.167518473297387,0.0356530552184873,0.286978627401954,0.638277053320497,0.518766147122303
"Wing_l_z",0.443286670136696,-0.164495233652881,0.312242446638222,0.00450962463297788,0.171520112202643,0.175268295770735,-0.786628527066789
