"trait","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"Bill_w_z",0.402402436564174,-0.0566821779845607,-0.399444516742701,-0.508126781157161,0.521086235945249,-0.38037631105639,0.029894125789864
"HWI_z",-0.086099255414872,-0.873687659926111,0.267219055417446,0.104154921454241,0.179720032421202,-0.109244858054808,0.320575717738596
"T_cul_z",0.33209445289733,-0.325214397205977,-0.684832333774252,0.363257910108662,-0.413410734685437,0.0601147666933359,-0.0920598437855921
"Tail_l_z",0.403270268667168,-0.0668454275490881,0.339695201877744,-0.485448801547561,-0.663019378825049,-0.170968338287091,0.114133871957283
"Tars_z",0.398592769340973,0.286674840404769,0.236844351633249,0.590430296103285,0.0842531843613018,-0.521525779915795,0.274135770119497
"weight_z",0.456570893445572,0.0992911797004565,0.0551672006414183,0.000573892860792276,0.194369534527522,0.713608774182595,0.481272825920544
"Wing_l_z",0.436362676584008,-0.176587331850523,0.354275644064567,0.121382925148555,0.201961871096407,0.171198257576735,-0.753698906358035
