Species;Period;Abundance;Region
Cyphorhinus arada;HISTORICAL;3;FLORENCIA
Dacnis cayana;HISTORICAL;5;FLORENCIA
Dacnis lineata;HISTORICAL;5;FLORENCIA
Dendrocolaptes certhia;HISTORICAL;1;FLORENCIA
Dendrocolaptes picumnus;HISTORICAL;1;FLORENCIA
Dichrozona cincta;HISTORICAL;3;FLORENCIA
Dolichonyx oryzivorus;HISTORICAL;1;FLORENCIA
Donacobius atricapilla;HISTORICAL;10;FLORENCIA
Dryobates affinis;HISTORICAL;5;FLORENCIA
Elaenia gigas;HISTORICAL;1;FLORENCIA
Elaenia parvirostris;HISTORICAL;5;FLORENCIA
Elanoides forficatus;HISTORICAL;1;FLORENCIA
Epinecrophylla haematonota;HISTORICAL;1;FLORENCIA
Euphonia laniirostris;HISTORICAL;1;FLORENCIA
Euphonia xanthogaster;HISTORICAL;6;FLORENCIA
Falco rufigularis;HISTORICAL;3;FLORENCIA
Formicarius analis;HISTORICAL;3;FLORENCIA
Formicarius colma;HISTORICAL;4;FLORENCIA
Forpus modestus;HISTORICAL;3;FLORENCIA
Galbalcyrhynchus leucotis;HISTORICAL;8;FLORENCIA
Galbula albirostris;HISTORICAL;5;FLORENCIA
Galbula tombacea;HISTORICAL;4;FLORENCIA
Glaucidium brasilianum;HISTORICAL;1;FLORENCIA
Glaucis hirsutus;HISTORICAL;2;FLORENCIA
Glyphorynchus spirurus;HISTORICAL;9;FLORENCIA
Hemithraupis guira;HISTORICAL;1;FLORENCIA
Hemitriccus zosterops;HISTORICAL;2;FLORENCIA
Henicorhina leucosticta;HISTORICAL;9;FLORENCIA
Hydropsalis climacocerca;HISTORICAL;5;FLORENCIA
Hylophylax naevius;HISTORICAL;12;FLORENCIA
Hypocnemis flavescens;HISTORICAL;12;FLORENCIA
Hypocnemis hypoxantha;HISTORICAL;2;FLORENCIA
Ibycter americanus;HISTORICAL;3;FLORENCIA
Isleria hauxwelli;HISTORICAL;1;FLORENCIA
Ixothraupis xanthogastra;HISTORICAL;3;FLORENCIA
Jacana jacana;HISTORICAL;3;FLORENCIA
Laterallus melanophaius;HISTORICAL;1;FLORENCIA
Lepidothrix coronata;HISTORICAL;36;FLORENCIA
Leptotila rufaxilla;HISTORICAL;5;FLORENCIA
Lipaugus vociferans;HISTORICAL;5;FLORENCIA
Lophotriccus vitiosus;HISTORICAL;1;FLORENCIA
Loriotus cristatus;HISTORICAL;2;FLORENCIA
Loriotus luctuosus;HISTORICAL;1;FLORENCIA
Machaeropterus striolatus;HISTORICAL;6;FLORENCIA
Malacoptila fusca;HISTORICAL;2;FLORENCIA
Megascops watsonii;HISTORICAL;2;FLORENCIA
Melanerpes cruentatus;HISTORICAL;16;FLORENCIA
Microbates collaris;HISTORICAL;1;FLORENCIA
Microcerculus marginatus;HISTORICAL;3;FLORENCIA
Microrhopias quixensis;HISTORICAL;1;FLORENCIA
Mionectes oleagineus;HISTORICAL;2;FLORENCIA
Molothrus bonariensis;HISTORICAL;1;FLORENCIA
Momotus momota;HISTORICAL;11;FLORENCIA
Monasa flavirostris;HISTORICAL;7;FLORENCIA
Monasa morphoeus;HISTORICAL;13;FLORENCIA
Monasa nigrifrons;HISTORICAL;6;FLORENCIA
Myiarchus ferox;HISTORICAL;3;FLORENCIA
Myiarchus swainsoni;HISTORICAL;1;FLORENCIA
Myiobius barbatus;HISTORICAL;6;FLORENCIA
Myiozetetes granadensis;HISTORICAL;2;FLORENCIA
Myiozetetes similis;HISTORICAL;1;FLORENCIA
Myrmelastes leucostigma;HISTORICAL;4;FLORENCIA
Myrmoborus leucophrys;HISTORICAL;5;FLORENCIA
Myrmoborus myotherinus;HISTORICAL;10;FLORENCIA
Myrmothera campanisona;HISTORICAL;4;FLORENCIA
Myrmothera fulviventris;HISTORICAL;1;FLORENCIA
Myrmotherula axillaris;HISTORICAL;10;FLORENCIA
Myrmotherula brachyura;HISTORICAL;2;FLORENCIA
Myrmotherula menetriesii;HISTORICAL;1;FLORENCIA
Nycticorax nycticorax;HISTORICAL;1;FLORENCIA
Ochthornis littoralis;HISTORICAL;2;FLORENCIA
Odontophorus gujanensis;HISTORICAL;1;FLORENCIA
Pachyramphus castaneus;HISTORICAL;1;FLORENCIA
Pachyramphus minor;HISTORICAL;3;FLORENCIA
Pachyramphus polychopterus;HISTORICAL;3;FLORENCIA
Paroaria gularis;HISTORICAL;6;FLORENCIA
Patagioenas subvinacea;HISTORICAL;1;FLORENCIA
Phaethornis bourcieri;HISTORICAL;4;FLORENCIA
Pharomachrus pavoninus;HISTORICAL;1;FLORENCIA
Philydor pyrrhodes;HISTORICAL;1;FLORENCIA
Piaya cayana;HISTORICAL;1;FLORENCIA
Pionites melanocephalus;HISTORICAL;2;FLORENCIA
Pipile cumanensis;HISTORICAL;1;FLORENCIA
Pipra filicauda;HISTORICAL;3;FLORENCIA
Platyrinchus coronatus;HISTORICAL;2;FLORENCIA
Plegadis falcinellus;HISTORICAL;1;FLORENCIA
Poecilotriccus latirostris;HISTORICAL;1;FLORENCIA
Progne chalybea;HISTORICAL;2;FLORENCIA
Psarocolius angustifrons;HISTORICAL;3;FLORENCIA
Psarocolius bifasciatus;HISTORICAL;2;FLORENCIA
Psarocolius decumanus;HISTORICAL;3;FLORENCIA
Psophia crepitans;HISTORICAL;1;FLORENCIA
Pteroglossus azara;HISTORICAL;4;FLORENCIA
Pteroglossus inscriptus;HISTORICAL;2;FLORENCIA
Pteroglossus pluricinctus;HISTORICAL;3;FLORENCIA
Pyrocephalus rubinus;HISTORICAL;1;FLORENCIA
Querula purpurata;HISTORICAL;6;FLORENCIA
Ramphastos tucanus;HISTORICAL;6;FLORENCIA
Ramphocelus carbo;HISTORICAL;12;FLORENCIA
Ramphocelus nigrogularis;HISTORICAL;5;FLORENCIA
Rhynchocyclus olivaceus;HISTORICAL;4;FLORENCIA
Rhytipterna simplex;HISTORICAL;1;FLORENCIA
Rupornis magnirostris;HISTORICAL;2;FLORENCIA
Saltator coerulescens;HISTORICAL;4;FLORENCIA
Saltator maximus;HISTORICAL;5;FLORENCIA
Sclerurus caudacutus;HISTORICAL;5;FLORENCIA
Selenidera reinwardtii;HISTORICAL;4;FLORENCIA
Sporophila castaneiventris;HISTORICAL;1;FLORENCIA
Sporophila murallae;HISTORICAL;1;FLORENCIA
Sporophila nigricollis;HISTORICAL;1;FLORENCIA
Stelgidopteryx ruficollis;HISTORICAL;1;FLORENCIA
Stilpnia nigrocincta;HISTORICAL;1;FLORENCIA
Synallaxis rutilans;HISTORICAL;3;FLORENCIA
Tachycineta albiventer;HISTORICAL;13;FLORENCIA
Tachyphonus surinamus;HISTORICAL;3;FLORENCIA
Tangara chilensis;HISTORICAL;1;FLORENCIA
Tangara mexicana;HISTORICAL;2;FLORENCIA
Tangara schrankii;HISTORICAL;1;FLORENCIA
Thalurania furcata;HISTORICAL;2;FLORENCIA
Thamnomanes ardesiacus;HISTORICAL;8;FLORENCIA
Thamnomanes caesius;HISTORICAL;6;FLORENCIA
Thamnophilus schistaceus;HISTORICAL;4;FLORENCIA
Thraupis episcopus;HISTORICAL;7;FLORENCIA
Thraupis palmarum;HISTORICAL;5;FLORENCIA
Tityra cayana;HISTORICAL;2;FLORENCIA
Tityra inquisitor;HISTORICAL;2;FLORENCIA
Tolmomyias assimilis;HISTORICAL;1;FLORENCIA
Tolmomyias poliocephalus;HISTORICAL;4;FLORENCIA
Trogon curucui;HISTORICAL;3;FLORENCIA
Trogon melanurus;HISTORICAL;2;FLORENCIA
Trogon ramonianus;HISTORICAL;1;FLORENCIA
Trogon rufus;HISTORICAL;3;FLORENCIA
Trogon viridis;HISTORICAL;4;FLORENCIA
Turdus albicollis;HISTORICAL;4;FLORENCIA
Turdus ignobilis;HISTORICAL;6;FLORENCIA
Tyrannulus elatus;HISTORICAL;1;FLORENCIA
Tyrannus melancholicus;HISTORICAL;1;FLORENCIA
Willisornis poecilinotus;HISTORICAL;3;FLORENCIA
Xiphorhynchus elegans;HISTORICAL;1;FLORENCIA
Xiphorhynchus guttatus;HISTORICAL;1;FLORENCIA
Akletos melanoceps;MODERN;1;FLORENCIA
Ammodramus aurifrons;MODERN;47;FLORENCIA
Ara ararauna;MODERN;1;FLORENCIA
Ara severus;MODERN;15;FLORENCIA
Ardea alba;MODERN;1;FLORENCIA
Atticora fasciata;MODERN;29;FLORENCIA
Baryphthengus martii;MODERN;1;FLORENCIA
Brachygalba lugubris;MODERN;1;FLORENCIA
Butorides striata;MODERN;5;FLORENCIA
Cacicus cela;MODERN;28;FLORENCIA
Campephilus melanoleucos;MODERN;2;FLORENCIA
Campylopterus largipennis;MODERN;1;FLORENCIA
Campylorhynchus turdinus;MODERN;1;FLORENCIA
Capito auratus;MODERN;24;FLORENCIA
Capito aurovirens;MODERN;5;FLORENCIA
Cephalopterus ornatus;MODERN;1;FLORENCIA
Cercomacroides tyrannina;MODERN;1;FLORENCIA
Charadrius collaris;MODERN;3;FLORENCIA
Chionomesa fimbriata;MODERN;15;FLORENCIA
Chloroceryle amazona;MODERN;2;FLORENCIA
Chloroceryle americana;MODERN;4;FLORENCIA
Chlorophanes spiza;MODERN;5;FLORENCIA
Cissopis leverianus;MODERN;1;FLORENCIA
Coccyzus melacoryphus;MODERN;4;FLORENCIA
Colaptes punctigula;MODERN;2;FLORENCIA
Crotophaga ani;MODERN;80;FLORENCIA
Cyanocorax violaceus;MODERN;56;FLORENCIA
Dendrocolaptes picumnus;MODERN;1;FLORENCIA
Donacobius atricapilla;MODERN;8;FLORENCIA
Dryobates affinis;MODERN;2;FLORENCIA
Elaenia gigas;MODERN;1;FLORENCIA
Elaenia parvirostris;MODERN;3;FLORENCIA
Elanoides forficatus;MODERN;1;FLORENCIA
Euphonia laniirostris;MODERN;7;FLORENCIA
Euphonia xanthogaster;MODERN;4;FLORENCIA
Falco rufigularis;MODERN;1;FLORENCIA
Galbalcyrhynchus leucotis;MODERN;7;FLORENCIA
Galbula tombacea;MODERN;1;FLORENCIA
Glaucidium brasilianum;MODERN;1;FLORENCIA
Glaucis hirsutus;MODERN;15;FLORENCIA
Glyphorynchus spirurus;MODERN;18;FLORENCIA
Henicorhina leucosticta;MODERN;1;FLORENCIA
Hydropsalis climacocerca;MODERN;1;FLORENCIA
Ixothraupis xanthogastra;MODERN;1;FLORENCIA
Jacana jacana;MODERN;2;FLORENCIA
Lepidothrix coronata;MODERN;16;FLORENCIA
Leptotila rufaxilla;MODERN;16;FLORENCIA
Loriotus luctuosus;MODERN;1;FLORENCIA
Machaeropterus striolatus;MODERN;24;FLORENCIA
Melanerpes cruentatus;MODERN;18;FLORENCIA
Microcerculus marginatus;MODERN;7;FLORENCIA
Mionectes oleagineus;MODERN;21;FLORENCIA
Molothrus bonariensis;MODERN;4;FLORENCIA
Momotus momota;MODERN;1;FLORENCIA
Monasa flavirostris;MODERN;1;FLORENCIA
Monasa nigrifrons;MODERN;7;FLORENCIA
Myiarchus ferox;MODERN;16;FLORENCIA
Myiozetetes granadensis;MODERN;8;FLORENCIA
Myiozetetes similis;MODERN;10;FLORENCIA
Myrmelastes leucostigma;MODERN;1;FLORENCIA
Myrmoborus myotherinus;MODERN;1;FLORENCIA
Myrmothera campanisona;MODERN;1;FLORENCIA
Myrmotherula axillaris;MODERN;1;FLORENCIA
Nycticorax nycticorax;MODERN;1;FLORENCIA
Ochthornis littoralis;MODERN;3;FLORENCIA
Odontophorus gujanensis;MODERN;1;FLORENCIA
Pachyramphus polychopterus;MODERN;14;FLORENCIA
Paroaria gularis;MODERN;10;FLORENCIA
Patagioenas subvinacea;MODERN;1;FLORENCIA
Phaethornis bourcieri;MODERN;3;FLORENCIA
Piaya cayana;MODERN;5;FLORENCIA
Pionites melanocephalus;MODERN;1;FLORENCIA
Poecilotriccus latirostris;MODERN;23;FLORENCIA
Progne chalybea;MODERN;1;FLORENCIA
Psarocolius angustifrons;MODERN;34;FLORENCIA
Psarocolius decumanus;MODERN;14;FLORENCIA
Pteroglossus azara;MODERN;1;FLORENCIA
Pteroglossus inscriptus;MODERN;1;FLORENCIA
Pteroglossus pluricinctus;MODERN;3;FLORENCIA
Pyrocephalus rubinus;MODERN;1;FLORENCIA
Ramphastos tucanus;MODERN;1;FLORENCIA
Ramphocelus carbo;MODERN;97;FLORENCIA
Ramphocelus nigrogularis;MODERN;2;FLORENCIA
Rhynchocyclus olivaceus;MODERN;5;FLORENCIA
Rupornis magnirostris;MODERN;21;FLORENCIA
Saltator coerulescens;MODERN;3;FLORENCIA
Saltator maximus;MODERN;18;FLORENCIA
Sporophila castaneiventris;MODERN;2;FLORENCIA
Sporophila murallae;MODERN;2;FLORENCIA
Sporophila nigricollis;MODERN;1;FLORENCIA
Stelgidopteryx ruficollis;MODERN;1;FLORENCIA
Stilpnia nigrocincta;MODERN;1;FLORENCIA
Tachycineta albiventer;MODERN;5;FLORENCIA
Tachyphonus surinamus;MODERN;1;FLORENCIA
Tangara chilensis;MODERN;1;FLORENCIA
Tangara mexicana;MODERN;13;FLORENCIA
Thalurania furcata;MODERN;3;FLORENCIA
Thraupis episcopus;MODERN;35;FLORENCIA
Thraupis palmarum;MODERN;19;FLORENCIA
Tityra cayana;MODERN;4;FLORENCIA
Tityra inquisitor;MODERN;1;FLORENCIA
Tolmomyias assimilis;MODERN;1;FLORENCIA
Tolmomyias poliocephalus;MODERN;29;FLORENCIA
Trogon curucui;MODERN;1;FLORENCIA
Trogon viridis;MODERN;18;FLORENCIA
Turdus ignobilis;MODERN;24;FLORENCIA
Tyrannulus elatus;MODERN;10;FLORENCIA
Tyrannus melancholicus;MODERN;68;FLORENCIA
Xiphorhynchus guttatus;MODERN;1;FLORENCIA
Adelomyia melanogenys;HISTORICAL;3;FUSAGASUGA
Aglaiocercus kingii;HISTORICAL;6;FUSAGASUGA
Amazilia tzacatl;HISTORICAL;1;FUSAGASUGA
Amblycercus holosericeus;HISTORICAL;1;FUSAGASUGA
Ampelion rubrocristatus;HISTORICAL;2;FUSAGASUGA
Anabacerthia striaticollis;HISTORICAL;3;FUSAGASUGA
Anisognathus igniventris;HISTORICAL;4;FUSAGASUGA
Anisognathus somptuosus;HISTORICAL;4;FUSAGASUGA
Ara severus;HISTORICAL;1;FUSAGASUGA
Arremon assimilis;HISTORICAL;2;FUSAGASUGA
Arremon brunneinucha;HISTORICAL;4;FUSAGASUGA
Asthenes fuliginosa;HISTORICAL;1;FUSAGASUGA
Atlapetes albinucha;HISTORICAL;6;FUSAGASUGA
Atlapetes albofrenatus;HISTORICAL;6;FUSAGASUGA
Atlapetes pallidinucha;HISTORICAL;5;FUSAGASUGA
Atlapetes schistaceus;HISTORICAL;8;FUSAGASUGA
Aulacorhynchus albivitta;HISTORICAL;6;FUSAGASUGA
Basileuterus rufifrons;HISTORICAL;1;FUSAGASUGA
Basileuterus tristriatus;HISTORICAL;3;FUSAGASUGA
Boissonneaua flavescens;HISTORICAL;4;FUSAGASUGA
Buteo platypterus;HISTORICAL;1;FUSAGASUGA
Buthraupis montana;HISTORICAL;3;FUSAGASUGA
Cacicus uropygialis;HISTORICAL;1;FUSAGASUGA
Campephilus pollens;HISTORICAL;1;FUSAGASUGA
Campylorhamphus pusillus;HISTORICAL;1;FUSAGASUGA
Cardellina canadensis;HISTORICAL;3;FUSAGASUGA
Chaetocercus heliodor;HISTORICAL;1;FUSAGASUGA
Chalcothraupis ruficervix;HISTORICAL;4;FUSAGASUGA
Chlorophanes spiza;HISTORICAL;4;FUSAGASUGA
Chlorornis riefferii;HISTORICAL;1;FUSAGASUGA
Chlorospingus canigularis;HISTORICAL;9;FUSAGASUGA
Chlorospingus flavopectus;HISTORICAL;3;FUSAGASUGA
Chrysomus icterocephalus;HISTORICAL;1;FUSAGASUGA
Cinclus leucocephalus;HISTORICAL;1;FUSAGASUGA
Cinnycerthia olivascens;HISTORICAL;2;FUSAGASUGA
Cinnycerthia unirufa;HISTORICAL;8;FUSAGASUGA
Cnemathraupis eximia;HISTORICAL;2;FUSAGASUGA
Cnemoscopus rubrirostris;HISTORICAL;1;FUSAGASUGA
Coccyzus melacoryphus;HISTORICAL;1;FUSAGASUGA
Coeligena bonapartei;HISTORICAL;3;FUSAGASUGA
Coeligena coeligena;HISTORICAL;1;FUSAGASUGA
Coeligena torquata;HISTORICAL;14;FUSAGASUGA
Colaptes rivolii;HISTORICAL;3;FUSAGASUGA
Colinus cristatus;HISTORICAL;1;FUSAGASUGA
Conirostrum albifrons;HISTORICAL;7;FUSAGASUGA
Conirostrum leucogenys;HISTORICAL;1;FUSAGASUGA
Conirostrum rufum;HISTORICAL;2;FUSAGASUGA
Conirostrum sitticolor;HISTORICAL;4;FUSAGASUGA
Conopias cinchoneti;HISTORICAL;1;FUSAGASUGA
Contopus fumigatus;HISTORICAL;9;FUSAGASUGA
Cranioleuca curtata;HISTORICAL;3;FUSAGASUGA
Crotophaga ani;HISTORICAL;1;FUSAGASUGA
Cyanocorax yncas;HISTORICAL;3;FUSAGASUGA
Cyclarhis nigrirostris;HISTORICAL;1;FUSAGASUGA
Dendrocolaptes picumnus;HISTORICAL;1;FUSAGASUGA
Diglossa albilatera;HISTORICAL;19;FUSAGASUGA
Diglossa caerulescens;HISTORICAL;3;FUSAGASUGA
Diglossa cyanea;HISTORICAL;17;FUSAGASUGA
Diglossa humeralis;HISTORICAL;4;FUSAGASUGA
Dryobates dignus;HISTORICAL;1;FUSAGASUGA
Dryobates fumigatus;HISTORICAL;4;FUSAGASUGA
Dubusia taeniata;HISTORICAL;3;FUSAGASUGA
Elaenia chiriquensis;HISTORICAL;1;FUSAGASUGA
Elaenia frantzii;HISTORICAL;3;FUSAGASUGA
Ensifera ensifera;HISTORICAL;1;FUSAGASUGA
Eriocnemis vestita;HISTORICAL;4;FUSAGASUGA
Euchrepomis callinota;HISTORICAL;2;FUSAGASUGA
Eutoxeres aquila;HISTORICAL;1;FUSAGASUGA
Falco sparverius;HISTORICAL;3;FUSAGASUGA
Formicivora grisea;HISTORICAL;1;FUSAGASUGA
Grallaria hypoleuca;HISTORICAL;6;FUSAGASUGA
Grallaria nuchalis;HISTORICAL;1;FUSAGASUGA
Grallaria ruficapilla;HISTORICAL;3;FUSAGASUGA
Hapalopsittaca amazonina;HISTORICAL;3;FUSAGASUGA
Haplophaedia aureliae;HISTORICAL;2;FUSAGASUGA
Heliangelus exortis;HISTORICAL;19;FUSAGASUGA
Heliodoxa rubinoides;HISTORICAL;1;FUSAGASUGA
Hellmayrea gularis;HISTORICAL;1;FUSAGASUGA
Henicorhina leucophrys;HISTORICAL;15;FUSAGASUGA
Icterus chrysater;HISTORICAL;4;FUSAGASUGA
Iridosornis rufivertex;HISTORICAL;1;FUSAGASUGA
Lafresnaya lafresnayi;HISTORICAL;2;FUSAGASUGA
Lepidocolaptes lacrymiger;HISTORICAL;4;FUSAGASUGA
Leptopogon rufipectus;HISTORICAL;4;FUSAGASUGA
Lipaugus fuscocinereus;HISTORICAL;4;FUSAGASUGA
Lophotriccus pileatus;HISTORICAL;1;FUSAGASUGA
Lurocalis rufiventris;HISTORICAL;4;FUSAGASUGA
Lurocalis semitorquatus;HISTORICAL;4;FUSAGASUGA
Margarornis squamiger;HISTORICAL;4;FUSAGASUGA
Masius chrysopterus;HISTORICAL;10;FUSAGASUGA
Mecocerculus leucophrys;HISTORICAL;7;FUSAGASUGA
Mecocerculus poecilocercus;HISTORICAL;5;FUSAGASUGA
Metallura tyrianthina;HISTORICAL;1;FUSAGASUGA
Mionectes oleagineus;HISTORICAL;1;FUSAGASUGA
Mionectes striaticollis;HISTORICAL;3;FUSAGASUGA
Myadestes ralloides;HISTORICAL;4;FUSAGASUGA
Myioborus miniatus;HISTORICAL;14;FUSAGASUGA
Myioborus ornatus;HISTORICAL;5;FUSAGASUGA
Myiophobus flavicans;HISTORICAL;4;FUSAGASUGA
Myiothlypis coronata;HISTORICAL;8;FUSAGASUGA
Myiothlypis nigrocristata;HISTORICAL;4;FUSAGASUGA
Myiotriccus ornatus;HISTORICAL;4;FUSAGASUGA
Myiozetetes cayanensis;HISTORICAL;1;FUSAGASUGA
Myornis senilis;HISTORICAL;1;FUSAGASUGA
Myrmotherula schisticolor;HISTORICAL;1;FUSAGASUGA
Nephelomyias pulcher;HISTORICAL;4;FUSAGASUGA
Ochthoeca cinnamomeiventris;HISTORICAL;2;FUSAGASUGA
Ochthoeca diadema;HISTORICAL;2;FUSAGASUGA
Ochthoeca fumicolor;HISTORICAL;3;FUSAGASUGA
Ocreatus underwoodii;HISTORICAL;2;FUSAGASUGA
Orochelidon murina;HISTORICAL;9;FUSAGASUGA
Ortalis columbiana;HISTORICAL;1;FUSAGASUGA
Pachyramphus polychopterus;HISTORICAL;3;FUSAGASUGA
Pachyramphus versicolor;HISTORICAL;3;FUSAGASUGA
Phaeomyias murina;HISTORICAL;1;FUSAGASUGA
Pheugopedius fasciatoventris;HISTORICAL;1;FUSAGASUGA
Phylloscartes poecilotis;HISTORICAL;1;FUSAGASUGA
Picumnus olivaceus;HISTORICAL;1;FUSAGASUGA
Pionus chalcopterus;HISTORICAL;3;FUSAGASUGA
Pionus tumultuosus;HISTORICAL;3;FUSAGASUGA
Pipraeidea melanonota;HISTORICAL;5;FUSAGASUGA
Pipreola riefferii;HISTORICAL;9;FUSAGASUGA
Piranga leucoptera;HISTORICAL;1;FUSAGASUGA
Premnoplex brunnescens;HISTORICAL;1;FUSAGASUGA
Premnornis guttuliger;HISTORICAL;2;FUSAGASUGA
Psarocolius angustifrons;HISTORICAL;3;FUSAGASUGA
Pseudocolaptes boissonneautii;HISTORICAL;2;FUSAGASUGA
Pseudotriccus ruficeps;HISTORICAL;2;FUSAGASUGA
Pyrrhomyias cinnamomeus;HISTORICAL;6;FUSAGASUGA
Pyrrhura calliptera;HISTORICAL;8;FUSAGASUGA
Ramphastos ambiguus;HISTORICAL;1;FUSAGASUGA
Ramphomicron microrhynchum;HISTORICAL;3;FUSAGASUGA
Rhynchocyclus fulvipectus;HISTORICAL;1;FUSAGASUGA
Saltator atripennis;HISTORICAL;5;FUSAGASUGA
Saltator striatipectus;HISTORICAL;2;FUSAGASUGA
Schistes geoffroyi;HISTORICAL;2;FUSAGASUGA
Scytalopus griseicollis;HISTORICAL;3;FUSAGASUGA
Scytalopus latrans;HISTORICAL;7;FUSAGASUGA
Serpophaga cinerea;HISTORICAL;2;FUSAGASUGA
Setophaga fusca;HISTORICAL;2;FUSAGASUGA
Siptornis striaticollis;HISTORICAL;1;FUSAGASUGA
Sphenopsis frontalis;HISTORICAL;4;FUSAGASUGA
Sphenopsis melanotis;HISTORICAL;3;FUSAGASUGA
Spinus psaltria;HISTORICAL;1;FUSAGASUGA
Spinus spinescens;HISTORICAL;2;FUSAGASUGA
Spinus xanthogastrus;HISTORICAL;1;FUSAGASUGA
Sporathraupis cyanocephala;HISTORICAL;2;FUSAGASUGA
Stilpnia cyanicollis;HISTORICAL;2;FUSAGASUGA
Stilpnia heinei;HISTORICAL;14;FUSAGASUGA
Stilpnia vitriolina;HISTORICAL;3;FUSAGASUGA
Streptoprocne rutila;HISTORICAL;1;FUSAGASUGA
Sturnella magna;HISTORICAL;2;FUSAGASUGA
Synallaxis unirufa;HISTORICAL;11;FUSAGASUGA
Syndactyla subalaris;HISTORICAL;1;FUSAGASUGA
Tachyphonus rufus;HISTORICAL;4;FUSAGASUGA
Tangara arthus;HISTORICAL;7;FUSAGASUGA
Tangara gyrola;HISTORICAL;2;FUSAGASUGA
Tangara labradorides;HISTORICAL;14;FUSAGASUGA
Tangara nigroviridis;HISTORICAL;12;FUSAGASUGA
Tangara parzudakii;HISTORICAL;4;FUSAGASUGA
Tangara vassorii;HISTORICAL;11;FUSAGASUGA
Thamnophilus multistriatus;HISTORICAL;1;FUSAGASUGA
Thamnophilus unicolor;HISTORICAL;7;FUSAGASUGA
Thraupis episcopus;HISTORICAL;2;FUSAGASUGA
Thraupis palmarum;HISTORICAL;1;FUSAGASUGA
Todirostrum cinereum;HISTORICAL;2;FUSAGASUGA
Troglodytes aedon;HISTORICAL;4;FUSAGASUGA
Troglodytes solstitialis;HISTORICAL;6;FUSAGASUGA
Trogon personatus;HISTORICAL;1;FUSAGASUGA
Turdus fuscater;HISTORICAL;1;FUSAGASUGA
Turdus ignobilis;HISTORICAL;5;FUSAGASUGA
Tyrannus melancholicus;HISTORICAL;1;FUSAGASUGA
Uromyias agilis;HISTORICAL;1;FUSAGASUGA
Vireo leucophrys;HISTORICAL;7;FUSAGASUGA
Volatinia jacarina;HISTORICAL;1;FUSAGASUGA
Xenops rutilans;HISTORICAL;4;FUSAGASUGA
Xiphocolaptes promeropirhynchus;HISTORICAL;8;FUSAGASUGA
Xiphorhynchus triangularis;HISTORICAL;6;FUSAGASUGA
Zimmerius chrysops;HISTORICAL;10;FUSAGASUGA
Zonotrichia capensis;HISTORICAL;9;FUSAGASUGA
Adelomyia melanogenys;MODERN;11;FUSAGASUGA
Aglaiocercus kingii;MODERN;10;FUSAGASUGA
Amazilia tzacatl;MODERN;1;FUSAGASUGA
Amblycercus holosericeus;MODERN;5;FUSAGASUGA
Ampelion rubrocristatus;MODERN;1;FUSAGASUGA
Anabacerthia striaticollis;MODERN;1;FUSAGASUGA
Anisognathus igniventris;MODERN;39;FUSAGASUGA
Anisognathus somptuosus;MODERN;1;FUSAGASUGA
Arremon assimilis;MODERN;10;FUSAGASUGA
Arremon brunneinucha;MODERN;11;FUSAGASUGA
Atlapetes albinucha;MODERN;1;FUSAGASUGA
Atlapetes albofrenatus;MODERN;14;FUSAGASUGA
Atlapetes pallidinucha;MODERN;16;FUSAGASUGA
Atlapetes schistaceus;MODERN;11;FUSAGASUGA
Aulacorhynchus albivitta;MODERN;14;FUSAGASUGA
Basileuterus tristriatus;MODERN;5;FUSAGASUGA
Boissonneaua flavescens;MODERN;4;FUSAGASUGA
Buteo platypterus;MODERN;1;FUSAGASUGA
Buthraupis montana;MODERN;1;FUSAGASUGA
Campephilus pollens;MODERN;1;FUSAGASUGA
Campylorhamphus pusillus;MODERN;1;FUSAGASUGA
Cardellina canadensis;MODERN;2;FUSAGASUGA
Chaetocercus heliodor;MODERN;1;FUSAGASUGA
Chlorophanes spiza;MODERN;1;FUSAGASUGA
Chlorornis riefferii;MODERN;7;FUSAGASUGA
Chlorospingus canigularis;MODERN;3;FUSAGASUGA
Chlorospingus flavopectus;MODERN;11;FUSAGASUGA
Chrysomus icterocephalus;MODERN;1;FUSAGASUGA
Cinclus leucocephalus;MODERN;1;FUSAGASUGA
Cinnycerthia olivascens;MODERN;6;FUSAGASUGA
Cinnycerthia unirufa;MODERN;17;FUSAGASUGA
Cnemathraupis eximia;MODERN;1;FUSAGASUGA
Coccyzus melacoryphus;MODERN;1;FUSAGASUGA
Coeligena bonapartei;MODERN;16;FUSAGASUGA
Coeligena coeligena;MODERN;6;FUSAGASUGA
Coeligena torquata;MODERN;22;FUSAGASUGA
Colaptes rivolii;MODERN;1;FUSAGASUGA
Colinus cristatus;MODERN;1;FUSAGASUGA
Conirostrum albifrons;MODERN;1;FUSAGASUGA
Conirostrum leucogenys;MODERN;1;FUSAGASUGA
Conirostrum rufum;MODERN;5;FUSAGASUGA
Conirostrum sitticolor;MODERN;4;FUSAGASUGA
Contopus fumigatus;MODERN;1;FUSAGASUGA
Cranioleuca curtata;MODERN;1;FUSAGASUGA
Crotophaga ani;MODERN;1;FUSAGASUGA
Cyanocorax yncas;MODERN;6;FUSAGASUGA
Cyclarhis nigrirostris;MODERN;1;FUSAGASUGA
Dendrocolaptes picumnus;MODERN;1;FUSAGASUGA
Diglossa albilatera;MODERN;14;FUSAGASUGA
Diglossa caerulescens;MODERN;13;FUSAGASUGA
Diglossa cyanea;MODERN;17;FUSAGASUGA
