Species,ID,Family2,Order2,Avibase.ID2,MODERN,HISTORICAL,BARB_H,BARB_M,BARB_EXT,BARB_NEW,POP_BARB,SAGU_H,SAGU_M,SAGU_EXT,SAGU_NEW,POP_SAGU,TOCHE_H,TOCHE_M,TOCHE_EXT,TOCHE_NEW,POP_TOCHE,HON_H,HON_M,HON_EXT,HON_NEW,POP_HON,FLOR_H,FLOR_M,FLOR_EXT,FLOR_NEW,POP_FLOR,FUSA_H,FUSA_M,FUSA_EXT,FUSA_NEW,POP_FUSA,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Previo_nombre
Sipia palliata,693,Thamnophilidae,Passeriformes,AVIBASE-E492E478,3,1,1,0,1,,A,,,,,,,,,,,0,3,,1,B,,,,,,,,,,,8,2,6,0,4,20.4,11.6,4.6,4.7,26.7,66.7,7,59.8,10.3,45.7,25,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,
Siptornis striaticollis,694,Furnariidae,Passeriformes,AVIBASE-8650D477,0,2,,,,,,1,0,1,,A,,,,,,,,,,,,,,,,1,0,1,,A,8,1,4,3,4,11.8,7.4,2.6,3,16.5,62.4,14.1,48.3,22.8,50.6,13,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Sphenopsis frontalis,695,Thraupidae,Passeriformes,AVIBASE-0539220A,26,6,,,,,,0,7,,1,B,2,11,,,C,,,,,,,,,,,4,8,,,C,23,1,4,18,7,16.1,8.8,4.5,5.1,20.5,70.7,10.2,59.3,14.8,65.1,17,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Sphenopsis melanotis,696,Thraupidae,Passeriformes,AVIBASE-B9B8DA6F,8,3,,,,,,,,,,,0,8,,1,B,,,,,,,,,,,3,0,1,,A,33,7,6,20,13,15.7,8.4,4.3,5,20.8,68.9,8.9,58,13.4,63.5,16,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Spinus magellanicus,697,Fringillidae,Passeriformes,AVIBASE-77CB59D7,6,0,,,,,,,,,,,0,6,,1,B,,,,,,,,,,,,,,,,11,4,6,1,5,12,8.8,4.6,6.5,13.9,69.5,18.5,49.9,27.2,44.4,13.6,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Insessorial,
Spinus psaltria,698,Fringillidae,Passeriformes,AVIBASE-CD5C21CA,6,9,,,,,,5,6,,,C,1,0,1,,A,2,0,1,,A,,,,,,1,0,1,,A,40,11,24,5,8,10.2,7.8,4.7,6.3,12.4,60.9,16.2,46.2,26,40.4,8.8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Insessorial,
Spinus spinescens,699,Fringillidae,Passeriformes,AVIBASE-56FF55E5,28,2,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,2,26,,,C,3,2,0,1,0,11.1,8,4.8,5.7,12.7,63,16.6,45.3,26.8,47.3,11.3,Dunning,NA,YES,Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index,Spinus yarrellii,Grassland,2,1,Herbivore,Granivore,Generalist,
Spinus xanthogastrus,700,Fringillidae,Passeriformes,AVIBASE-8E56A1C6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,9,3,4,2,4,10.5,7.8,4.3,5.8,13.5,65.2,18.9,46.1,29.1,40.5,12.7,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Insessorial,
Spizaetus isidori,701,Accipitridae,Accipitriformes,AVIBASE-D31EE719,1,0,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,,,,,,5,1,3,1,4,51.3,33.2,15.9,25.8,113.4,484.4,120.1,376.2,24.2,299,1197.4,Inferred,NA,YES,Body Mass,Spizaetus ornatus,Forest,1,1,Carnivore,Vertivore,Aerial,
Spizaetus ornatus,702,Accipitridae,Accipitriformes,AVIBASE-EA4FB522,1,0,0,1,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,4,1,7,39.1,23.7,12.3,20.2,93.8,353,59.1,287.3,17.2,289.5,1197.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,
Spizaetus tyrannus,703,Accipitridae,Accipitriformes,AVIBASE-7680293A,2,0,0,2,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,2,3,4,42.3,24.9,12.1,21,80.4,384.4,68.6,315.6,17.9,334.4,1007.1,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Insessorial,
Sporathraupis cyanocephala,704,Thraupidae,Passeriformes,AVIBASE-E97657AA,25,2,,,,,,0,1,,1,B,0,7,,1,B,,,,,,,,,,,2,17,,,C,56,10,10,36,37,17,9.1,6,6.7,24,85.8,14.8,70.6,17.4,80.6,36,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,
Sporophila angolensis,705,Thraupidae,Passeriformes,AVIBASE-8F23E84F,17,0,,,,,,,,,,,,,,,,,,,,,0,17,,1,B,,,,,,31,12,17,2,4,12.9,9.4,6.8,10,16,57.7,8.9,48.4,15.5,51.9,13,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Granivore,Insessorial,
Sporophila castaneiventris,706,Thraupidae,Passeriformes,AVIBASE-96F2444F,2,1,,,,,,,,,,,,,,,,,,,,,1,2,,,C,,,,,,4,2,2,0,4,11,6.9,4.6,5.7,13.8,48.5,8.2,40.3,16.8,37.5,7.8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Insessorial,
Sporophila corvina,707,Thraupidae,Passeriformes,AVIBASE-53BF86BF,25,10,7,25,,,C,,,,,,,,,,,,,,,,3,0,1,,A,,,,,,40,13,21,6,4,10.7,7,5.3,7.3,17.3,52.7,9.6,44.4,17.8,42.7,10.6,Dunning,NA,NO,NA,NA,Human Modified,2,2,Herbivore,Granivore,Insessorial,
Sporophila crassirostris,708,Thraupidae,Passeriformes,AVIBASE-2824A1D9,1,1,,,,,,,,,,,,,,,,1,1,,,C,,,,,,,,,,,13,6,5,2,3,15.4,10.2,8.3,11.5,18.6,66.9,10.9,56.1,16.2,59.6,20.9,Dunning,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Granivore,Insessorial,
Sporophila funerea,709,Thraupidae,Passeriformes,AVIBASE-64EDEAE0,22,4,3,18,,,C,,,,,,,,,,,1,4,,,C,,,,,,,,,,,33,15,15,3,4,12.6,9.3,6.9,10.2,17.4,55,8.8,48.5,15.4,48.7,13,Dunning,NA,NO,NA,NA,Human Modified,2,2,Herbivore,Granivore,Insessorial,
Sporophila intermedia,710,Thraupidae,Passeriformes,AVIBASE-1F11E4F1,18,1,,,,,,1,0,1,,A,,,,,,0,18,,1,B,,,,,,,,,,,45,25,19,1,4,10.3,7.2,5.4,7.4,15.1,54.6,9.4,47.4,16.5,45.1,12.1,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Insessorial,
Sporophila luctuosa,711,Thraupidae,Passeriformes,AVIBASE-F17ED91C,19,0,,,,,,,,,,,0,19,,1,B,,,,,,,,,,,,,,,,17,6,11,0,4,9.4,6.1,5.5,6.9,17.3,56.1,13,44,22.7,44.1,12.5,Dunning,NA,NO,NA,NA,Shrubland,3,2,Herbivore,Granivore,Insessorial,
Sporophila minuta,712,Thraupidae,Passeriformes,AVIBASE-96944A78,5,2,,,,,,1,4,,,C,,,,,,1,1,,,C,,,,,,,,,,,23,6,11,6,9,9.2,6.2,5,6.2,15.7,49.3,8.8,40.8,17.8,39.6,7.8,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Insessorial,
Sporophila murallae,713,Thraupidae,Passeriformes,AVIBASE-96BD30EC,2,1,,,,,,,,,,,,,,,,,,,,,1,2,,,C,,,,,,5,2,3,0,5,11.8,7.9,5.2,7,15.6,55.5,7.9,47.7,14.2,48.2,10.8,EltonTraits_GenAvg,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Granivore,Insessorial,
Sporophila nigricollis,714,Thraupidae,Passeriformes,AVIBASE-52DEFF09,41,13,7,11,,,C,5,22,,,C,,,,,,0,8,,1,B,1,0,1,,A,,,,,,113,60,47,6,4,9.1,6,5,6.5,13.8,52.4,7.9,45.6,14.7,43,9.6,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Insessorial,
Sporophila schistacea,715,Thraupidae,Passeriformes,AVIBASE-6DA5E4F4,1,1,,,,,,,,,,,,,,,,1,1,,,C,,,,,,,,,,,5,1,4,0,4,12.9,7.3,5.4,7.3,14.1,61.5,15.4,46.2,24.9,40.2,12.7,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Granivore,Generalist,
Stelgidopteryx ruficollis,716,Hirundinidae,Passeriformes,AVIBASE-EE5B7812,13,9,6,4,,,C,0,7,,1,B,2,0,1,,A,0,1,,1,B,1,1,,,C,,,,,,36,9,7,20,4,11.5,5,4.5,2.9,11,104.2,54.4,51.1,51.6,50.8,16.1,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Aerial,
Stilpnia cyanicollis,717,Thraupidae,Passeriformes,AVIBASE-98A16735,34,31,0,2,,1,B,26,19,,,C,0,5,,1,B,3,8,,,C,,,,,,2,0,1,,A,22,5,10,7,5,12.3,7.6,4.5,4.9,17.4,66.1,14.7,52.4,21.9,46.5,17,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,
Stilpnia heinei,718,Thraupidae,Passeriformes,AVIBASE-41A0DB76,26,18,,,,,,4,1,,,C,0,19,,1,B,,,,,,,,,,,14,6,,,C,12,6,5,1,4,10.7,6.6,4.5,4.6,17.6,74,18.6,55.5,25.1,48.3,20.2,Dunning,NA,NO,NA,NA,Human Modified,1,1,Herbivore,Frugivore,Insessorial,
Stilpnia larvata,719,Thraupidae,Passeriformes,AVIBASE-C8C30E94,27,7,6,27,,,C,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,21,3,11,7,4,11.8,7.7,4.6,5.1,18.2,69.3,14,51.2,21.4,46.1,20,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Frugivore,Insessorial,
Stilpnia nigrocincta,720,Thraupidae,Passeriformes,AVIBASE-76F91EB1,0,1,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,,,,,,7,3,4,0,4,12.3,6.7,4.7,4.7,15.3,68.3,14.6,53.7,21.3,47.5,17,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Stilpnia vitriolina,721,Thraupidae,Passeriformes,AVIBASE-A7B6279C,41,26,,,,,,19,24,,,C,0,3,,1,B,4,12,,,C,,,,,,3,2,,,C,87,6,6,75,4,12.2,7.7,5.8,5.8,20.4,73.1,14.8,56.1,20.9,57.3,23,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Frugivore,Insessorial,
Streptoprocne rutila,722,Apodidae,Caprimulgiformes,AVIBASE-50222B1F,11,1,,,,,,0,4,,1,B,0,7,,1,B,,,,,,,,,,,1,0,1,,A,5,0,3,2,4,7.1,3,3.7,2,12,130,93.2,38.1,71,44.5,20.2,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,
Streptoprocne zonaris,723,Apodidae,Caprimulgiformes,AVIBASE-88D7E68D,46,2,0,17,,1,B,0,9,,1,B,1,20,,,C,1,0,1,,A,,,,,,,,,,,5,2,3,0,4,14.4,7.7,5.3,4,22.4,212.5,139.6,73,65.7,67.2,86.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,
Ciccaba virgata,724,Strigidae,Strigiformes,AVIBASE-192FC14D,1,0,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,5,2,0,3,4,33,17.2,9,16.1,40.6,240.6,50.3,190.3,20.8,149.1,284,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Insessorial,Strix virgata
Sturnella magna,725,Icteridae,Passeriformes,AVIBASE-27410227,27,2,,,,,,0,7,,1,B,,,,,,,,,,,,,,,,2,20,,,C,13,4,8,1,6,33.5,20,6.1,8.2,39.8,108.1,28.4,86.1,24.8,67.4,91.8,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Terrestrial,
Synallaxis albescens,726,Furnariidae,Passeriformes,AVIBASE-346286FC,9,1,,,,,,0,2,,1,B,,,,,,0,7,,1,B,,,,,,1,0,1,,A,36,2,28,6,4,13,8.1,3.1,3.7,19.2,54.4,7.4,47.5,13.8,76.7,11.2,Dunning,NA,NO,NA,NA,Grassland,2,1,Carnivore,Invertivore,Insessorial,
Synallaxis albigularis,727,Furnariidae,Passeriformes,AVIBASE-0869AB18,2,0,,,,,,,,,,,,,,,,,,,,,0,2,,1,B,,,,,,7,3,4,0,4,13.3,8.6,2.9,3.7,19.1,55.3,8,47.3,14.3,68.2,15.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Synallaxis azarae,728,Furnariidae,Passeriformes,AVIBASE-C4F2C3B6,121,12,,,,,,8,31,,,C,4,90,,,C,,,,,,,,,,,,,,,,102,10,33,59,40,15.8,8.3,3.1,3.7,21.2,54,7.6,46.1,14.2,90.6,16.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Synallaxis brachyura,729,Furnariidae,Passeriformes,AVIBASE-4826C507,18,9,6,0,1,,A,2,18,,,C,,,,,,,,,,,,,,,,1,0,1,,A,22,6,15,1,4,16.3,10,3.4,4,21.3,57.9,7.5,51.4,12.6,76.7,18.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Synallaxis moesta,730,Furnariidae,Passeriformes,AVIBASE-AFB20B1F,0,2,,,,,,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,8,1,6,1,1,15.4,10.4,3.6,4.4,22.5,62,6.7,55.4,10.9,71.8,22.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Synallaxis rutilans,731,Furnariidae,Passeriformes,AVIBASE-FF69CFDB,0,3,,,,,,,,,,,,,,,,,,,,,3,0,1,,A,,,,,,15,2,13,0,4,14.9,9.1,3.3,4.3,19.5,59.6,7.2,52.1,12.2,70,16.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Synallaxis subpudica,732,Furnariidae,Passeriformes,AVIBASE-B96EBCC1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,1,B,14,3,5,6,4,14.3,8.7,2.9,3.7,22.6,62.2,8.2,53.8,13.4,108.3,18.3,Inferred,NA,YES,Body Mass,Synallaxis brachyura,Forest,2,1,Carnivore,Invertivore,Insessorial,
Synallaxis unirufa,733,Furnariidae,Passeriformes,AVIBASE-DF37E154,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,,,C,26,5,19,2,4,15.6,9.2,3.4,3.9,21.9,57.3,6.7,51,11.6,89.1,17.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Syndactyla subalaris,734,Furnariidae,Passeriformes,AVIBASE-93B02145,6,3,,,,,,2,3,,,C,0,1,,1,B,,,,,,,,,,,1,2,,,C,27,6,17,4,3,22.7,12.6,4.4,5.9,21.9,87.8,15.5,72.5,17.6,84.4,28.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Syrigma sibilatrix,735,Ardeidae,Pelecaniformes,AVIBASE-D3CAA0B6,7,0,,,,,,,,,,,,,,,,0,1,,1,B,0,6,,1,B,,,,,,4,2,0,2,4,69.2,49.2,10.4,13.3,87.8,290,87.2,202.8,30.1,103.8,463,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Omnivore,Terrestrial,
Systellura longirostris,736,Caprimulgidae,Caprimulgiformes,AVIBASE-73356C9D,1,10,,,,,,,,,,,10,1,,,C,,,,,,,,,,,,,,,,12,5,7,0,8,20.9,8.4,4.9,2.8,16.2,158.3,76.5,81.8,48.4,116.7,45.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Tachornis squamata,737,Apodidae,Caprimulgiformes,AVIBASE-F0D08AFF,7,0,,,,,,,,,,,,,,,,,,,,,0,7,,1,B,,,,,,13,5,5,3,8,6.1,3,2.8,2.1,7.7,103.7,69.1,34.7,66.5,67.3,11,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Aerial,
Tachycineta albiventer,738,Hirundinidae,Passeriformes,AVIBASE-9FC801AF,5,13,,,,,,,,,,,,,,,,,,,,,13,5,,,C,,,,,,8,4,4,0,4,12.7,6.4,5,3,11,100.7,51.4,49.3,50.9,45.2,17.7,Dunning,NA,NO,NA,NA,Riverine,3,1,Carnivore,Invertivore,Aerial,
Tachyphonus delatrii,739,Thraupidae,Passeriformes,AVIBASE-D145C517,69,11,11,69,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,8,0,4,15.2,9.8,4.9,5.9,19.2,71.4,11,59.2,15.6,58.1,18,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,
Tachyphonus rufus,740,Thraupidae,Passeriformes,AVIBASE-ED7DE021,12,14,0,3,,1,B,10,6,,,C,,,,,,,,,,,0,3,,1,B,4,0,1,,A,46,22,21,3,2,18.7,13.4,6.1,7.6,22.1,83,13.4,69.6,16.2,77.2,34.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Insessorial,
Tachyphonus surinamus,741,Thraupidae,Passeriformes,AVIBASE-A90F77DC,0,3,,,,,,,,,,,,,,,,,,,,,3,0,1,,A,,,,,,14,7,7,0,6,16.4,11.9,5.3,5.5,18,79.9,16.3,64.2,20.2,70.1,19,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,
Tangara arthus,742,Thraupidae,Passeriformes,AVIBASE-0D05B12A,3,11,,,,,,4,0,1,,A,0,3,,1,B,,,,,,,,,,,7,0,1,,A,16,4,5,7,6,13.3,7.3,4.6,5.2,19,76,17.4,58.5,23,54.4,22,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara chilensis,743,Thraupidae,Passeriformes,AVIBASE-9655118F,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,13,5,6,2,4,13,7,4.2,4.7,17.7,76.7,16.7,59.7,21.9,56.1,19.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara chrysotis,744,Thraupidae,Passeriformes,AVIBASE-B67CF692,1,0,,,,,,0,1,,1,B,,,,,,,,,,,,,,,,,,,,,9,2,5,2,4,15.4,8,4.6,5.5,17.2,75.6,19.5,56.1,25.8,47.3,24,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara florida,745,Thraupidae,Passeriformes,AVIBASE-C8B9D4AE,0,8,8,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,0,4,13.1,8,4.3,4.4,16.3,65.2,16,49.2,24.5,36.2,19.3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara gyrola,746,Thraupidae,Passeriformes,AVIBASE-AB916568,20,4,,,,,,0,11,,1,B,,,,,,2,4,,,C,0,5,,1,B,2,0,1,,A,41,9,10,22,4,12.7,7.2,4.8,5.2,18.6,73.5,15.2,57.1,21.1,51.4,21,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara inornata,747,Thraupidae,Passeriformes,AVIBASE-6E314A86,1,1,,,,,,1,0,1,,A,,,,,,0,1,,1,B,,,,,,,,,,,7,2,3,2,4,12.6,7.5,4.6,5.2,16.9,71.8,16.2,51.2,24.1,48.3,18,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Frugivore,Insessorial,
Tangara johannae,748,Thraupidae,Passeriformes,AVIBASE-FB061C9B,2,0,0,2,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,0,4,12.6,6.9,4.8,5.2,17,68.5,16.6,51.9,24.2,47.2,20,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara labradorides,749,Thraupidae,Passeriformes,AVIBASE-19CC72C9,14,19,,,,,,5,4,,,C,0,8,,1,B,,,,,,,,,,,14,2,,,C,11,4,5,2,4,11.6,7,4.6,5.1,16.6,65,13.5,49,21.5,47.8,15,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Frugivore,Insessorial,
Tangara lavinia,750,Thraupidae,Passeriformes,AVIBASE-7C975BC2,0,1,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,4,14,8,4.2,4.8,15.7,69.6,16.7,53,23.9,44.5,24,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Frugivore,Insessorial,
Tangara mexicana,751,Thraupidae,Passeriformes,AVIBASE-FEAE9BE0,13,2,,,,,,,,,,,,,,,,,,,,,2,13,,,C,,,,,,9,4,5,0,4,13,7.3,4.3,5,16.4,70.2,16.2,53.7,23.2,49.6,20.5,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,
Tangara nigroviridis,752,Thraupidae,Passeriformes,AVIBASE-D311DF97,34,12,,,,,,0,10,,1,B,0,8,,1,B,,,,,,,,,,,12,16,,,C,21,8,10,3,6,12,6.1,4.3,4.4,16.3,69.5,16.9,52,24.6,49.4,17,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara parzudakii,753,Thraupidae,Passeriformes,AVIBASE-E07FBD8E,7,5,,,,,,1,2,,,C,,,,,,,,,,,,,,,,4,5,,,C,5,3,2,0,4,16.3,8.1,5,6.1,17.5,86.1,20.7,65.4,24.1,57.9,28,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara schrankii,754,Thraupidae,Passeriformes,AVIBASE-1A222683,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,14,5,6,3,4,13.9,7.7,4.5,5,17.5,68.1,16.4,51.7,24.1,40.8,19,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara vassorii,755,Thraupidae,Passeriformes,AVIBASE-26BE0F1E,52,15,,,,,,,,,,,4,35,,,C,,,,,,,,,,,11,17,,,C,31,7,12,12,8,12.2,5.9,4.2,4.7,17.9,75,17.7,57.6,23.5,53.3,18,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tangara xanthocephala,756,Thraupidae,Passeriformes,AVIBASE-4929583B,6,0,,,,,,0,3,,1,B,0,3,,1,B,,,,,,,,,,,,,,,,15,4,7,4,4,14.5,7.4,3.9,4.8,17.5,74.1,17.8,56.6,23.9,49.7,19,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Tapera naevia,757,Cuculidae,Cuculiformes,AVIBASE-505739E9,6,0,,,,,,,,,,,,,,,,0,1,,1,B,0,5,,1,B,,,,,,12,4,7,1,8,19.8,12.4,5.1,7.2,28,106,24.1,81.3,22.8,146.8,48.4,Dunning,NA,NO,NA,NA,Human Modified,3,1,Carnivore,Invertivore,Generalist,
Taraba major,758,Thamnophilidae,Passeriformes,AVIBASE-0776F498,4,13,11,4,,,C,,,,,,,,,,,2,0,1,,A,,,,,,,,,,,43,21,22,0,5,26.3,16.9,7,10.2,33.7,90.6,4.8,87.1,5.2,81,59.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Terenotriccus erythrurus,759,Oxyruncidae,Passeriformes,AVIBASE-B226B93B,8,0,0,8,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,28,3,7,18,6,9,5.3,3.5,2.5,14.8,47.6,7.6,39.3,16.2,38.1,7.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Thalurania colombica,760,Trochilidae,Caprimulgiformes,AVIBASE-EE7180C8,8,39,10,2,,,C,28,6,,,C,,,,,,1,0,1,,A,,,,,,,,,,,42,11,12,19,8,20.4,17.6,2.3,1.5,4.1,52.3,34.9,16.2,68.2,33.1,4.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Thalurania furcata,761,Trochilidae,Caprimulgiformes,AVIBASE-EB8F11B5,3,2,,,,,,,,,,,,,,,,,,,,,2,3,,,C,,,,,,24,10,12,2,14,24,17.8,2.2,2,4.8,54.6,35,19.7,64.1,37.8,4.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Thamnistes anabatinus,762,Thamnophilidae,Passeriformes,AVIBASE-EE472B65,0,3,1,0,1,,A,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,12,6,6,0,4,23.3,12.7,6.1,6.4,20,68.6,11.1,58.3,16.2,54.2,20.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Thamnomanes ardesiacus,763,Thamnophilidae,Passeriformes,AVIBASE-32180749,0,8,,,,,,,,,,,,,,,,,,,,,8,0,1,,A,,,,,,18,7,11,0,4,18.1,10.9,5,5.2,18.7,70.2,11.9,58.6,17,50.2,17.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Thamnomanes caesius,764,Thamnophilidae,Passeriformes,AVIBASE-E717D293,0,6,,,,,,,,,,,,,,,,,,,,,6,0,1,,A,,,,,,13,6,7,0,8,18.5,10.8,5.6,4.9,17.5,69.9,9,61.5,12.7,62.5,15.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Thamnophilus atrinucha,765,Thamnophilidae,Passeriformes,AVIBASE-E61CE100,121,12,12,88,,,C,,,,,,,,,,,0,33,,1,B,,,,,,,,,,,59,28,29,2,7,19.4,12.8,5.4,6.4,21.8,67.9,6.4,62.1,9.2,56.1,23.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Thamnophilus doliatus,766,Thamnophilidae,Passeriformes,AVIBASE-484E85E3,32,5,,,,,,,,,,,,,,,,5,32,,,C,,,,,,,,,,,42,11,31,0,4,19.2,11.9,5.6,6.6,26.4,71.2,6.6,67.1,9,62.9,27,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,
Thamnophilus multistriatus,767,Thamnophilidae,Passeriformes,AVIBASE-33EA04F1,18,7,,,,,,6,9,,,C,,,,,,0,9,,1,B,,,,,,1,0,1,,A,14,8,6,0,4,20,11.7,5.7,6.1,25.3,71.6,6.7,66.1,9.4,66.5,27.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,
Thamnophilus punctatus,768,Thamnophilidae,Passeriformes,AVIBASE-3B9B9B3E,0,3,,,,,,,,,,,,,,,,3,0,1,,A,,,,,,,,,,,9,4,5,0,4,19.5,10.8,4.9,6,21.3,68.7,7.1,62.9,10.1,53.3,19.4,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,
