"Species","SAGU_H","SAGU_M","SAGU_EXT","SAGU_NEW","weight_z","T_cul_z","Bill_w_z","Wing_l_z","Tail_l_z","Tars_z","HWI_z","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"Atlapetes albinucha",6,1,NA,NA,0.0251346829973323,-0.381980040823661,0.0987491461539424,-0.429036032802469,0.111795010194848,0.199697406356113,-0.965874809391247,0.244563579072061,1.12342073893805,-0.262889171789802,-0.241848167836766,-0.0640107665437194,-0.191740519160049,0.200924908253093
"Atlapetes fuscoolivaceus",8,24,NA,NA,-0.00449524248206889,-0.478006993912984,-0.253514732378869,-0.454790940553185,0.0125912468820135,0.193569643322219,-0.731652702725964,-0.0568356217928159,1.0197006022364,0.0323852438873835,-0.00196855665216404,-0.0969388268840986,-0.121314007452413,0.247495223710447
"Aulacorhynchus albivitta",3,10,NA,NA,1.34911858250768,2.45363939746104,3.5509351557755,0.294963040634325,0.804313588705596,0.463191216813568,-0.76418355087392,4.41045441402344,-0.656314755306743,-3.51131711750573,-1.0985946285384,0.250706491113527,-0.300152310398629,0.494449147496654
"Basileuterus tristriatus",11,21,NA,NA,-0.757191539743656,-0.540142081206075,-0.535325835205119,-0.600735417807243,-0.40711698251844,-0.20473495388091,-0.699121854578009,-1.03259860632598,0.894192926747898,-0.168941196631038,0.028667235950018,-0.212569487094669,-0.0995956513483451,-0.203501985114774
"Boissonneaua flavescens",0,12,NA,1,-1.04485231283324,-0.172980201746901,-0.817136938031368,-0.40185029684338,-0.561645921524971,-1.06262177862611,2.40432105873698,-1.90812968193644,-2.15408982940406,0.387278699815459,0.158539422431273,-0.036793712047855,-0.0320958186020593,0.0730660714712168
"Bubulcus ibis",0,14,NA,1,1.82478565553723,2.22204498118679,0.568434317531025,2.01911103172392,0.249154067089542,3.25132339723547,0.361383795045353,5.11629706010084,-0.430879126743608,-0.119399893052372,3.19342434337689,0.337209766247246,-0.655186123874139,-0.185277261491603
"Butorides striata",1,0,1,NA,1.37389018732096,2.61745008214282,0.709339868944149,1.01037714482088,-0.269757925623746,1.42525001313497,0.283309759490259,3.46551372055183,-1.00631937365031,-1.51184841623994,2.11354179084256,-0.0383088506378588,0.415321984367321,0.0562365069930053
"Campephilus melanoleucos",2,0,1,NA,1.55473979202798,1.22223494019796,1.41386762600977,1.15489079386656,0.792867000631039,0.555107662321982,-0.159109775321941,3.43929677340328,-0.500917195779041,-0.742452680919944,-0.172781003016802,0.392300775719165,0.384795706817204,0.0678573086492225
"Campephilus pollens",0,1,NA,1,1.32109860171849,1.43688342357409,1.31993059173436,1.02039294227949,0.947395939637569,0.408041349508519,-0.516949104949456,3.33770326142155,-0.339035403938979,-0.975324546134417,-0.274434832090577,-0.0609358626272484,0.503485108606835,-0.0851659248158688
"Camptostoma obsoletum",0,4,NA,1,-1.05412195379311,-0.799979718977182,-0.699715645187098,-0.729509956560823,-0.704728272456943,-0.603039551084039,-0.510442935319864,-1.77585359597799,0.742800497316927,-0.133320114390584,-0.123996580336334,-0.0669588399677828,0.00652400705060693,-0.301899254596315
"Campylopterus falcatus",1,0,1,NA,-1.14310306322876,0.171587100514786,-0.911073972306785,-0.544933117680691,-0.712359331173315,-1.08713283076169,2.39781488910739,-2.00614119761386,-2.26561985378553,0.0694636408883992,0.415338191258828,-0.260326230107355,0.0752135302157599,0.0810914993498228
"Campylorhamphus pusillus",0,1,NA,1,0.161754086572972,1.75320750433892,-0.464873059498556,-0.109961342335266,0.327372418932354,-0.180223901745333,-0.529961444208638,0.949892248186341,-0.290813276970495,-1.05920395998009,0.703581585694507,-1.48259773614562,1.04042261740421,-0.099879304023209
"Cardellina canadensis",2,0,1,NA,-0.894929324367323,-0.619223101397281,-0.511841576636265,-0.583565479306765,-0.479612040323973,-0.278268110287642,0.101137009861706,-1.27343530809765,0.227589529001386,0.0168881601719615,0.0523422502711078,-0.0284133869747235,-0.331929212308608,-0.109539657232008
"Catharus aurantiirostris",0,19,NA,1,-0.0700181123476335,-0.398925973721777,-0.464873059498556,-0.37895704550941,-0.330806395354721,0.408041349508519,-0.516949104949456,-0.176774891124589,0.904471723154456,0.0816485455027944,0.528629143010069,0.0338607741125906,-0.175845014033608,0.174734146086793
"Catharus fuscater",0,3,NA,1,0.0228962628116431,-0.353736819326802,-0.605778610911681,-0.212980973338129,0.0202223055983855,0.585746477491454,-0.4844182568015,0.145352300119062,0.895231743801551,0.411231120265405,0.593520929915484,-0.199357438602894,-0.210538152242477,0.148222216474351
