"trait","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"Bill_w_z",0.389114917602232,-0.056407679391871,-0.545871034056846,-0.20848005067049,0.411351540185018,-0.571187857314336,0.0922116006760651
"HWI_z",-0.0987818365685219,-0.906787320228222,0.221867467086457,0.144931744470771,0.00349941874328605,-0.201579422465468,0.238960272090815
"T_cul_z",0.352076873779377,-0.244675683257605,-0.592081149031655,0.334367409771458,-0.458035502650154,0.357298664084175,-0.127887357357673
"Tail_l_z",0.409565896306338,-0.077133277222082,0.206807128293746,-0.734613403267173,-0.45185818450417,0.0622611689757795,0.18928264973116
"Tars_z",0.395090805590899,0.276276044234773,0.341305977868279,0.506162801116579,-0.348705534983101,-0.49137985067505,0.178422372978925
"weight_z",0.449023269481338,0.0388818846725366,0.169575611916026,0.166726204015352,0.484964680304002,0.508547177058555,0.496489491137476
"Wing_l_z",0.435213441885597,-0.175780953384168,0.33797145913417,0.00860421992317151,0.244987821318277,0.0386909631945215,-0.777094301492736
