"","Species","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"1","Accipiter striatus",2.03842698194749,0.122589268320345,1.26395000236852,0.325510593215967,0.282841550435435,-0.245783694724473,0.401558529202688
"2","Acropternis orthonyx",0.645546492012668,1.3675383261769,0.0107688566700664,0.409469514079929,-0.29424509019963,0.390336042939324,0.321656789093108
"3","Adelomyia melanogenys",-2.34578051698824,-1.92094003647559,0.182282726433123,0.159359520616027,0.133581101456062,-0.277567442339928,0.134066867854455
"4","Aeronautes montivagus",-1.66955123188831,-2.13058759766783,1.31817097244269,0.0479542520454064,0.765767753902335,0.437037282341573,0.274915943062354
"5","Aglaiocercus kingii",-2.19759122722842,-2.1403840496004,0.209614768634423,0.180608853842978,-0.0393937479964173,-0.315094934008872,0.12919553982903
"6","Amazona mercenarius",2.7127017494263,-0.881578992099591,-0.624971648418183,-1.08233740602697,1.46754239397572,0.665371115252757,-0.161680497216176
"7","Amblycercus holosericeus",0.898431072788987,0.790926174329716,-0.530593391227322,0.0335969695093704,-0.277148240042449,0.145602949167129,0.240850282420576
"8","Ampelion rubrocristatus",0.309980151839443,0.148380649557062,0.198557338605559,-0.0453966690154097,0.101425918661066,0.418022746484926,0.198502989640353
"9","Anabacerthia striaticollis",-0.575527698951004,0.467578478830333,0.0609522045528571,-0.0313495558104011,-0.272720532309611,0.236242354843892,-0.112496794013741
"10","Andigena hypoglauca",5.94608744746272,-0.801106661825052,-4.19603681581779,-1.13450207689236,0.162980909158474,-1.02358140270401,0.065839209367342
"11","Andigena nigrirostris",6.17396615240509,-0.854118077532792,-4.16721199618049,-1.60430190130626,0.303451047969683,-1.18680426420201,0.217014391036205
"12","Anisognathus igniventris",-0.24515890516166,0.701693713452993,0.127288022567774,-0.154488084570752,0.130277087228589,0.0675922790395216,0.0938648339839103
"13","Anisognathus lacrymosus",-0.26700581093906,0.70635588237573,0.122926709553884,-0.13583128135206,0.0930739415241076,0.0352222984431793,0.0341922373446447
"14","Anisognathus somptuosus",-0.027877283324151,0.368477044598807,-0.0770129069926574,-0.048927126806487,0.162415564557972,0.202006099438043,0.183933601357782
"15","Anthocephala berlepschi",-2.62227809863222,-2.19066154045661,0.265127136314784,0.34973372410963,-0.0417559861968954,-0.23739061233137,0.100335249196538
"16","Arremon assimilis",0.122311925344911,1.07938821519241,-0.168714114900712,-0.21045964931354,-0.0489185152798825,9.63670807807432e-05,0.0860814234182822
"17","Arremon brunneinucha",0.16751125613008,1.08139350200881,-0.179651831690868,-0.126624378460852,-0.0798136611019623,0.0465760729942493,0.174157867706826
"18","Asio stygius",4.26088995498918,-1.41791805746819,1.01756532253589,0.235729527384189,0.195410579572999,0.765125908079882,-0.557868737645946
"19","Atlapetes albinucha",-0.0214651305137597,1.07087442198302,-0.200908643753638,-0.315284328012553,-0.00201696709177093,-0.109870402390951,0.150732390488895
"20","Atlapetes flaviceps",-0.587187454213287,1.06502810997562,0.0102662918079951,0.0260269421022388,0.0548356419661453,0.240987158204529,0.116230206990513
"21","Atlapetes pallidinucha",-0.116200983271488,1.01452673161464,0.0202804764801724,-0.019710894491784,-0.0278164782730863,-0.0520588226981027,0.18742070855549
"22","Atlapetes schistaceus",-0.365147982900496,0.946847903229923,0.118433646816614,-0.25786438155573,-0.117342227413516,-0.0186095899633337,0.0856455738425155
"23","Aulacorhynchus albivitta",3.87102978657287,-0.350021140783893,-3.32519883335509,-1.08415094269667,0.587704401462443,-0.568383687701711,0.263737048939958
"24","Boissonneaua flavescens",-1.85776037755762,-2.06938712757482,0.271523561227193,0.160198458337862,0.0543769255641124,-0.0106917231914694,0.124507161146558
"25","Bubulcus ibis",4.24800400821705,-0.366516889513883,-0.45084904232473,2.7335024928292,0.217538648132376,-0.233118561830027,0.202140935479133
"26","Buteo platypterus",4.04924832818663,-0.606191271066026,1.37727565165057,-0.000400423040514866,0.501112705350859,0.0176533344592755,0.07986967677608
"27","Buthraupis montana",0.971670963891132,0.341752277241503,0.101914102632079,-0.0185288569479352,0.365585919178346,0.170085441076155,0.225096893022595
"28","Butorides striata",2.88853517710066,-0.83764597442436,-1.83754913947537,1.83857531961701,-0.0132502725507721,0.32151638822227,0.0963353061700157
"29","Cacicus chrysonotus",1.38617433500384,0.277584503861248,0.116299056791128,-0.117010841282388,-0.416637251038294,0.184551718135176,-0.00323625554970283
"30","Campephilus pollens",2.8035235511515,-0.17283849710833,-1.19040796363847,-0.272249852987192,-0.107770889892228,0.368813896205154,-0.171922143063424
"31","Camptostoma obsoletum",-1.83443918305835,0.681356371019814,-0.0335237979488501,-0.141832400131266,0.0152136500154648,-0.0967274602100166,-0.305394586063054
"32","Caracara plancus",6.6434952350628,-0.187724756490858,1.26087660638417,0.873239712849676,0.630813598814847,-0.498097448218137,-0.402911013686828
"33","Catamblyrhynchus diadema",-0.969424425303474,0.962477026176883,0.0874486411241346,-0.330436645675949,-0.0337914394855466,-0.230286860579964,-0.122099848910708
"34","Catamenia homochroa",-1.13988477549134,0.760496725399907,0.0071819874776268,-0.187419867433777,0.0879994646501682,-0.254904587479303,-0.14633768158584
"35","Catharus ustulatus",-0.351883770625973,0.00910971802690475,0.540450739964513,0.288185356157577,0.30154659172435,-0.10921019510381,0.304818466480283
"36","Chaetocercus mulsant",-2.73777323506776,-2.259474638883,0.0640453766353444,0.469522948924409,0.04126787524622,-0.242400944650324,0.220904555479822
"37","Chamaepetes goudotii",5.00787695695016,0.905019918477995,1.34769198753012,0.188309775418737,-1.09371674077945,-0.0302855109262187,0.308070320734047
