"trait","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"Bill_w_z",0.406081980527602,-0.148169018915655,-0.429655082004756,-0.416049647427505,0.467759255924328,-0.484298986478695,0.0458076249124049
"HWI_z",-0.130535334707541,-0.78698414450234,0.372597054721147,0.207068254049368,0.0649035789073762,-0.285063087710006,0.310543422314876
"T_cul_z",0.318004403283972,-0.414732924509932,-0.620373698100666,0.329905202979151,-0.391292525952885,0.277195409923366,-0.0567599896270214
"Tail_l_z",0.409671292863833,-0.0186124525581575,0.311975938270247,-0.496226657050089,-0.677373087936553,-0.147187821447785,0.0880600485072135
"Tars_z",0.383398063811238,0.370556396702378,0.107744730538557,0.650220438628714,-0.0821834235348246,-0.517964094330196,0.0791038408688026
"weight_z",0.461054423559834,0.0922420750779527,0.177958934342304,0.0287992598539311,0.302725348843781,0.526275163093177,0.614665156243219
"Wing_l_z",0.435356550382045,-0.201324197554507,0.388712136027215,0.0730142091782379,0.258162566764334,0.2010960649833,-0.711630173511213
