"Species","Ui"
"Phyllomyias griseiceps",0.203484133309103
"Phyllomyias nigrocapillus",0.253999134424795
"Phyllomyias plumbeiceps",0.253999134424795
"Phylloscartes poecilotis",0.153407806702965
"Piaya cayana",1.04979005792335
"Picumnus olivaceus",0.381398320641174
"Pionus chalcopterus",0.766560632355677
"Pipraeidea melanonota",0.262808393514823
"Pipreola lubomirskii",0.348530743794407
"Pipreola riefferii",0.355495526290487
"Piranga flava",0.55155038154585
"Pitangus sulphuratus",0.559666130110288
"Platyrinchus flavigularis",0.726369338958088
"Platyrinchus mystaceus",0.626908361638816
"Poecilotriccus ruficeps",0.313045548244262
"Premnoplex brunnescens",0.231430250855055
"Premnornis guttuliger",0.22663885941508
"Psarocolius angustifrons",0.351622181571419
"Psarocolius decumanus",0.351622181571419
"Pseudocolaptes boissonneautii",0.497144612277788
"Pseudotriccus ruficeps",0.3637697979905
"Pygochelidon cyanoleuca",0.568450157843808
"Pyriglena leuconota",0.428281096862532
"Pyroderus scutatus",1.13152447878264
"Pyrrhomyias cinnamomeus",0.393009251738229
"Pyrrhura melanura",0.695638252748556
"Ramphastos ambiguus",6.85320318800115
"Ramphocelus dimidiatus",0.272711376328411
"Rhynchocyclus fulvipectus",0.465797422932582
"Rupicola peruvianus",1.09360428430571
"Rupornis magnirostris",1.47410642622838
"Saltator striatipectus",0.665964549970554
"Saucerottia cyanifrons",0.119159505903098
"Sayornis nigricans",0.401268392878821
"Schistes albogularis",0.231700481462248
"Scytalopus atratus",0.139207155073063
"Scytalopus latrans",0.306754180204878
"Scytalopus micropterus",0.228263657000239
"Scytalopus rodriguezi",0.200833002900557
"Scytalopus spillmanni",0.139207155073063
"Serpophaga cinerea",0.153407806702965
"Setophaga fusca",0.465825365868286
"Setophaga petechia",0.289814353465862
"Setophaga pitiayumi",0.314505718531304
"Sicalis flaveola",0.246911731865055
"Siptornis striaticollis",0.222258923484497
"Sphenopsis frontalis",0.178836742727674
"Spinus psaltria",0.451172356940317
"Sporathraupis cyanocephala",0.193222086231755
"Sporophila intermedia",0.259756597305554
"Sporophila minuta",0.250108217378693
"Sporophila nigricollis",0.259756597305554
"Stelgidopteryx ruficollis",0.568450157843808
"Stilpnia cyanicollis",0.123401315357824
"Stilpnia heinei",0.165241991640017
"Stilpnia larvata",0.147867272521271
"Stilpnia vitriolina",0.281241298768036
"Streptoprocne rutila",1.36568428342041
"Streptoprocne zonaris",1.92382333487719
"Sturnella magna",0.838188171929972
"Synallaxis albescens",0.382573410124513
"Synallaxis azarae",0.313099482022325
"Synallaxis brachyura",0.219944263059011
"Syndactyla subalaris",0.362096945128162
"Tachyphonus rufus",0.193222086231755
"Tangara arthus",0.158864171073541
"Tangara chrysotis",0.245689495208034
"Tangara gyrola",0.147867272521271
"Tangara inornata",0.110578482666015
"Tangara labradorides",0.123401315357824
"Tangara nigroviridis",0.110578482666015
"Tangara parzudakii",0.323032900813152
"Tangara xanthocephala",0.106787479678204
"Thalurania colombica",0.334797540608488
"Thamnophilus multistriatus",0.339564593017244
"Thamnophilus unicolor",0.339564593017244
"Thraupis episcopus",0.240451384545427
"Thraupis palmarum",0.240451384545427
"Thripadectes holostictus",0.500999710634373
"Tiaris olivaceus",0.250006652465597
"Tolmomyias sulphurescens",0.246653367795568
"Tringa solitaria",1.67126718132898
"Troglodytes aedon",0.121302245320269
"Troglodytes solstitialis",0.121302245320269
"Trogon collaris",0.515537111277807
"Trogon personatus",0.515537111277807
"Turdus fuscater",1.09360428430571
"Turdus ignobilis",0.292546078070263
"Turdus leucomelas",0.292546078070263
"Turdus leucops",0.426398421474874
"Tyrannus melancholicus",0.366849399790653
"Tyrannus savana",1.42362120263733
"Tyrannus tyrannus",0.731087500010458
"Uranomitra franciae",0.214490318563677
"Vanellus chilensis",1.58278879363544
"Vireo leucophrys",0.192374591452676
"Volatinia jacarina",0.182535021822975
"Xenops rutilans",0.222258923484497
"Xiphocolaptes promeropirhynchus",0.665509367679222
"Xiphorhynchus triangularis",0.452214274537795
"Zenaida auriculata",0.60083619457397
"Zentrygon frenata",1.1755404405205
"Zimmerius chrysops",0.152506468727254
"Zonotrichia capensis",0.237577373317849
